,Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,SalePrice,logSalePrice,RoofMatl_compshg,RoofMatl_membran,RoofMatl_metal,RoofMatl_roll,RoofMatl_tar&grv,RoofMatl_wdshake,RoofMatl_wdshngl,CentralAir_y,Exterior1st_asphshn,Exterior1st_brkcomm,Exterior1st_brkface,Exterior1st_cblock,Exterior1st_cemntbd,Exterior1st_hdboard,Exterior1st_imstucc,Exterior1st_metalsd,Exterior1st_plywood,Exterior1st_stone,Exterior1st_stucco,Exterior1st_vinylsd,Exterior1st_wd sdng,Exterior1st_wdshing,Exterior2nd_asphshn,Exterior2nd_brk cmn,Exterior2nd_brkface,Exterior2nd_cblock,Exterior2nd_cmentbd,Exterior2nd_hdboard,Exterior2nd_imstucc,Exterior2nd_metalsd,Exterior2nd_other,Exterior2nd_plywood,Exterior2nd_stone,Exterior2nd_stucco,Exterior2nd_vinylsd,Exterior2nd_wd sdng,Exterior2nd_wd shng,Foundation_cblock,Foundation_pconc,Foundation_slab,Foundation_stone,Foundation_wood,MasVnrType_brkface,MasVnrType_nothing,MasVnrType_stone,PavedDrive_p,PavedDrive_y,Heating_gasa,Heating_gasw,Heating_grav,Heating_othw,Heating_wall,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
397,398,5,5,3,1,8,1,1,2,3,3,3,3,3,5,1,8,540,288,0,1,168,2,0,2676,0.375,169500,12.040608205802641,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
398,399,5,2,3,1,3,0,1,1,1,2,4,3,0,1,1,6,0,0,0,1,0,1,0,2038,1.0,67000,11.112447898373103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
399,400,7,5,4,2,8,0,1,3,3,4,5,4,0,6,1,7,812,100,0,1,168,3,0,2642,0.2564102564102564,241000,12.392552212472792,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
400,401,8,5,5,2,8,2,1,3,3,4,5,4,4,6,1,4,786,0,0,1,374,2,1,2548,0.3761904761904762,245500,12.411052226216713,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
401,402,7,5,4,2,8,1,3,3,3,4,5,4,4,6,1,6,24,0,0,1,0,2,0,2620,0.981679389312977,164990,12.01364014498549,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
402,403,5,8,3,1,8,0,1,1,3,3,5,3,0,1,1,4,0,0,0,1,168,1,0,1344,1.0,108000,11.589886506106357,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
403,404,8,5,4,2,8,1,1,3,3,4,4,4,3,1,1,10,0,650,0,1,267,2,1,3404,1.0,258000,12.460714863903755,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
404,405,6,5,3,2,8,1,1,3,3,4,4,3,3,1,1,7,0,0,0,1,40,2,1,2378,1.0,168000,12.031719258385396,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
405,406,4,4,3,2,7,1,1,1,3,3,5,3,3,4,1,8,1116,0,0,1,198,3,0,2901,0.1288056206088993,150000,11.918390573078392,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
406,407,6,5,3,1,3,0,1,1,3,3,5,3,0,1,1,6,0,0,0,1,0,1,0,2703,1.0,115000,11.652687407345388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
407,408,6,7,3,1,8,0,1,1,3,4,5,3,0,1,1,8,0,0,0,1,160,2,0,2520,1.0,177000,12.083905011555967,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
408,409,7,5,4,3,8,1,1,2,3,5,5,4,4,1,1,9,0,350,0,1,254,2,1,3235,1.0,280000,12.542544882151386,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
409,410,8,5,5,3,8,1,1,3,3,5,5,4,4,6,1,8,789,100,0,1,102,3,1,3112,0.2369439071566731,339750,12.73596533201339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
410,411,5,3,3,1,5,0,1,1,3,3,3,3,0,1,1,5,0,0,0,1,0,1,0,2552,1.0,60000,11.002099841204238,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
411,412,5,5,3,2,8,0,2,3,3,3,3,3,0,3,1,5,1056,0,0,1,264,2,0,2112,0.0,145000,11.884489021402711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
412,413,7,5,4,2,8,1,3,3,3,5,5,5,4,6,1,7,578,432,0,1,144,3,1,2948,0.6068027210884354,222000,12.310432660854417,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
413,414,5,6,3,2,8,1,1,1,3,3,4,3,4,1,1,5,0,0,0,1,130,1,0,2036,1.0,115000,11.652687407345388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
414,415,7,5,4,3,8,1,1,1,3,4,5,4,3,4,6,9,50,0,531,1,383,2,2,3177,0.462037037037037,228000,12.337100907936577,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
415,416,7,5,4,2,8,0,3,3,3,4,5,4,0,6,1,6,24,0,0,1,130,2,0,2680,0.982089552238806,181134,12.106992367829498,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
416,417,6,7,3,2,8,1,1,3,3,3,3,3,3,5,1,6,209,203,0,1,0,1,1,2072,0.6889880952380952,149500,11.915051671812877,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
417,418,6,6,3,3,8,1,1,1,3,4,3,3,4,4,1,10,1128,0,0,1,0,3,1,3994,0.17664233576642335,239000,12.384218830913648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
418,419,5,6,3,1,8,0,1,1,3,3,2,3,0,5,1,7,312,0,0,1,0,2,1,1890,0.5873015873015873,126000,11.744037185933616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
419,420,5,6,3,1,8,1,1,1,3,3,5,3,2,4,1,6,775,0,0,1,269,2,0,2112,0.26609848484848486,142000,11.863582336583399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
420,421,7,5,3,4,8,0,4,3,3,4,5,3,0,6,1,8,1309,200,0,2,0,4,0,2688,0.026041666666666668,206300,12.237086699059343,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
421,422,6,7,4,2,8,1,1,3,3,4,4,4,3,5,1,8,1246,126,0,1,240,2,1,3204,0.2222222222222222,215000,12.2783933071098,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
422,423,5,5,3,2,8,0,1,2,3,3,5,3,0,1,1,4,0,0,0,1,0,1,0,1976,1.0,113000,11.635143097694478,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
423,424,8,5,4,3,8,1,1,3,3,4,4,4,3,6,1,8,986,473,0,1,66,3,1,4100,0.3292517006802721,315000,12.66032791780777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
424,425,6,5,3,1,8,1,1,2,3,4,4,3,4,2,1,6,616,74,0,1,44,2,0,2392,0.48494983277591974,139000,11.842229212112828,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
425,426,7,8,3,1,8,2,1,1,3,3,4,3,4,1,1,6,0,0,0,1,126,1,1,2040,1.0,135000,11.813030057420567,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
426,427,7,5,4,2,8,1,4,3,3,4,4,4,3,6,1,5,1518,145,0,1,476,3,1,3162,0.0,275000,12.524526376648708,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
427,428,4,6,3,1,8,0,1,1,3,3,5,3,0,3,1,5,288,0,0,1,0,1,0,1814,0.6824696802646086,109008,11.59917655301345,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
428,429,7,5,4,2,8,0,1,2,3,4,5,4,0,6,1,6,664,108,0,1,159,3,0,2416,0.4503311258278146,195400,12.182804018590819,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
429,430,6,5,4,2,8,1,2,1,3,4,3,3,3,6,1,6,1005,0,0,1,169,3,0,2804,0.27801724137931033,175000,12.072541252905651,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
430,431,6,5,3,1,8,0,1,1,3,3,3,3,0,5,1,4,387,232,0,1,0,1,1,1470,0.19875776397515527,85400,11.355101379776661,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
431,432,6,7,3,0,8,0,1,0,0,3,4,3,0,1,1,7,0,0,0,1,98,1,0,2099,1.0,79900,11.288531131754366,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
432,433,5,5,3,2,7,0,1,1,3,3,5,3,0,5,1,6,471,376,0,1,276,2,1,2130,0.3843137254901961,122500,11.715866308966918,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
433,434,6,5,3,2,8,1,1,3,3,4,5,3,3,1,1,7,0,0,0,1,36,2,1,2530,1.0,181000,12.106252310247962,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
434,435,4,7,3,0,8,0,3,0,0,4,4,3,0,5,1,3,495,0,0,1,88,2,0,1260,0.21428571428571427,81000,11.302204433654575,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
435,436,7,6,4,2,8,1,3,2,3,4,5,4,3,6,5,6,385,0,344,1,219,3,1,2460,0.08760951188986232,212000,12.26434155365415,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
436,437,6,8,3,2,8,0,1,1,3,2,3,3,0,1,1,6,0,0,0,1,0,1,0,1766,1.0,116000,11.661345470088502,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
437,438,6,7,3,1,8,0,1,1,3,3,4,4,0,1,1,4,0,0,0,1,105,1,0,1788,1.0,119000,11.686878772093667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
438,439,5,6,4,1,8,1,1,1,4,3,3,3,4,2,1,4,365,0,0,1,34,1,0,1134,0.17045454545454544,90350,11.411446296020374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
439,440,6,8,4,2,8,0,2,1,3,3,4,3,0,1,1,7,0,0,0,1,46,1,0,1880,1.0,110000,11.608235644774552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
440,441,10,5,5,3,8,2,4,3,3,5,5,5,4,6,5,10,1767,200,539,1,242,3,0,5496,0.2546864899806076,555000,13.226723392728571,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
441,442,4,4,2,0,8,0,1,0,0,3,3,3,0,5,1,8,133,270,0,2,0,2,0,2880,0.9076388888888889,118000,11.678439903447801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
442,443,5,7,3,2,8,1,1,1,3,3,3,3,4,1,1,8,0,0,0,1,0,2,0,2651,1.0,162900,12.000891794590137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
443,444,7,5,4,3,8,1,3,3,3,5,5,4,4,1,1,6,0,72,0,1,160,2,0,2516,1.0,172500,12.058152515453552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
444,445,7,5,4,2,8,1,1,1,3,4,5,4,3,6,1,8,642,0,0,1,277,3,1,2823,0.2983606557377049,210000,12.254862809699606,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
445,446,6,5,3,2,8,1,1,1,3,3,2,3,4,1,1,7,0,0,0,1,0,1,0,3125,1.0,127500,11.755871643580617,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
446,447,6,6,4,2,5,1,1,3,3,3,5,4,4,5,3,6,247,0,713,1,0,2,1,3405,0.3671720500988794,190000,12.154779351142624,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
447,448,7,5,4,2,8,1,1,3,3,4,4,4,3,1,1,10,0,0,0,1,89,2,1,2816,1.0,199900,12.205572520488492,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
448,449,6,6,3,1,8,1,1,1,3,3,3,3,4,1,1,7,0,0,0,1,0,2,0,2156,1.0,119500,11.691071650353702,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
449,450,3,7,3,1,8,0,1,1,3,3,5,3,0,5,1,6,331,0,0,1,176,1,1,1832,0.4899845916795069,120000,11.695247021764184,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
450,451,6,8,4,1,8,0,1,1,2,3,5,3,0,1,1,5,0,0,0,1,113,1,0,1626,1.0,110000,11.608235644774552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
451,452,7,5,4,2,8,2,4,1,3,4,3,3,3,5,1,5,655,0,0,1,254,3,0,3066,0.5727332028701891,280000,12.542544882151386,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
452,453,6,5,3,2,8,0,1,3,3,5,5,4,0,5,1,7,742,42,0,1,266,3,1,2628,0.14908256880733944,204000,12.225875272826354,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
453,454,8,5,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,0,0,1,30,2,1,2358,1.0,210000,12.254862809699606,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
454,455,5,5,3,2,8,0,1,1,3,3,3,3,0,5,1,8,1606,0,0,2,0,4,0,3456,0.07060185185185185,188000,12.144197241812087,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
455,456,7,6,3,2,8,1,1,1,3,3,2,3,3,5,1,6,916,320,0,1,0,1,1,2484,0.26247987117552335,175500,12.075394321888057,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
456,457,5,5,3,3,8,0,1,1,2,3,2,3,0,1,1,7,0,0,0,1,96,1,0,1968,1.0,98000,11.49272275765271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
457,458,4,6,4,2,7,2,4,3,3,4,5,3,4,4,1,6,1116,0,0,1,361,2,0,3027,0.18181818181818182,256000,12.4529327234617,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
458,459,8,7,4,1,8,1,1,1,3,3,2,3,4,1,1,7,0,0,0,1,255,1,0,2254,1.0,161000,11.9891596439666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
459,460,5,4,4,1,8,1,1,1,3,3,3,3,3,2,1,5,185,161,0,1,248,2,0,1912,0.7390691114245416,110000,11.608235644774552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
460,461,8,5,3,2,8,0,1,3,3,4,5,4,0,6,1,8,544,110,0,1,150,3,1,2767,0.34615384615384615,263435,12.481561937216318,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
461,462,7,9,4,2,8,0,1,2,3,4,5,4,0,5,4,6,350,0,210,1,256,2,0,1695,0.0,155000,11.951180395901384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
462,463,5,5,3,1,8,1,1,1,3,3,4,3,1,3,4,5,553,0,311,1,236,1,0,1728,0.0,62383,11.041048081342682,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
463,464,6,7,3,1,8,1,1,1,3,3,2,3,4,2,1,6,326,0,0,1,0,1,1,2375,0.544055944055944,188700,12.147913731356642,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
464,465,5,5,3,0,8,0,1,0,0,4,3,3,0,3,1,5,616,136,0,1,0,2,0,2080,0.4076923076923077,124000,11.728036844587175,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
465,466,7,5,4,2,8,1,1,3,3,4,5,4,3,1,1,6,0,18,0,1,164,2,0,2789,1.0,178740,12.093687514935382,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
466,467,7,5,3,2,8,1,4,1,3,3,3,3,1,6,1,5,778,0,0,1,176,2,0,2554,0.39075959279561473,167000,12.025749091398891,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
467,468,5,7,4,1,8,2,1,1,3,3,5,3,4,2,1,7,386,224,0,1,168,1,1,2372,0.4697802197802198,146500,11.894780707439258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
468,469,8,5,4,3,8,1,1,2,3,4,5,4,4,1,1,7,0,248,0,1,44,2,0,3260,1.0,250000,12.429216196844383,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
