,OverallQual,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,MasVnrArea,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,logSalePrice,CentralAir_y,PavedDrive_p,PavedDrive_y,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
182,5,3,1,8,1,0,2,3,0,5,3,4,0,0,7,98,1,296,1,0,1340,0.0,11.695247021764185,1,0,1,0,0,0,1
183,7,4,2,5,0,1,1,3,4,5,3,0,1,1,6,0,1,518,2,1,3444,1.0,12.206072645530176,1,0,0,0,0,0,1
184,5,3,2,8,0,1,1,3,2,4,3,0,1,1,5,0,1,104,1,0,1756,1.0,11.751942365440726,1,0,1,0,0,0,1
185,10,5,3,8,2,2,1,5,3,5,4,3,1,1,12,0,1,670,2,1,4715,1.0,13.071070083016776,1,0,1,0,0,0,1
186,7,4,2,8,0,3,1,3,4,5,3,0,6,1,6,0,1,195,3,0,2405,0.4856902356902357,12.061046873479915,1,0,1,0,0,0,1
187,5,3,1,6,0,1,1,2,2,5,3,0,1,1,8,0,1,140,2,1,2316,1.0,11.813030057420569,1,0,0,0,0,0,1
188,5,3,2,8,2,3,1,3,4,3,3,3,6,1,6,275,2,120,2,2,2310,0.0,11.940393392554734,1,0,1,0,0,0,1
189,8,5,2,8,1,3,3,3,5,5,4,4,6,1,5,0,1,344,2,1,3186,0.2762084118016321,12.563747089801991,1,0,1,0,0,0,1
190,8,4,2,4,2,1,1,3,4,3,4,3,3,1,10,0,1,74,2,1,3580,0.6518171160609613,12.66032791780777,1,0,1,0,0,0,1
191,7,4,2,8,0,1,3,3,3,4,3,0,5,1,7,138,1,32,2,1,2204,0.13655172413793104,12.122691036591124,1,0,1,0,0,0,1
192,7,4,2,8,0,3,3,3,4,5,4,0,6,1,6,0,1,35,3,0,2862,0.6086652690426275,12.165250651009917,1,0,1,0,0,0,1
193,7,4,2,4,0,1,1,3,4,5,4,0,1,1,7,50,1,40,2,0,2679,1.0,11.77528972943772,1,0,1,0,0,0,1
194,5,3,1,8,0,3,1,3,3,3,3,0,5,1,5,0,1,0,1,0,1728,0.5486111111111112,11.751942365440726,1,0,1,0,0,0,1
195,6,3,2,8,1,1,1,3,4,3,3,3,5,1,7,0,1,87,2,1,2311,0.3380116959064328,11.908340237224893,1,0,1,0,0,0,1
196,7,5,3,8,1,1,3,3,5,5,5,4,6,1,8,205,1,575,3,0,3452,0.3476245654692932,12.650348126203179,1,0,1,0,0,0,1
197,8,4,2,8,1,1,1,3,3,4,4,5,6,2,8,0,1,568,3,1,4472,0.10294117647058824,12.367340793126294,1,0,1,0,0,0,1
198,6,3,0,8,0,1,0,0,3,5,3,0,1,1,8,0,1,228,1,0,2984,1.0,11.55214617812351,1,0,1,0,0,0,1
199,8,5,3,8,1,3,3,3,5,5,4,4,6,1,7,262,1,196,3,0,3426,0.3648569760653824,12.524162674153335,1,0,1,0,0,0,1
200,4,3,2,8,0,1,2,3,4,5,3,0,1,1,5,0,1,196,2,0,2242,1.0,11.849397701591439,1,0,1,0,0,0,1
201,6,3,2,8,2,1,1,3,3,3,3,2,5,2,6,0,1,321,2,1,2475,0.2307692307692308,12.052338545588134,1,0,1,0,0,0,1
202,6,3,1,7,0,1,1,3,2,4,3,0,2,1,6,0,1,126,2,0,1927,0.0,11.626254150277234,1,0,1,0,0,0,1
203,6,4,2,8,1,3,2,3,4,5,4,4,6,1,3,205,1,149,2,0,1696,0.21933962264150944,11.911701584927595,1,0,1,0,0,0,1
204,5,3,1,8,0,1,1,3,3,3,3,0,2,1,5,0,1,35,1,1,2004,0.5666666666666667,11.608235644774554,1,0,1,0,0,0,1
205,7,3,2,8,0,1,2,3,4,5,3,0,1,1,5,0,1,542,2,0,2866,1.0,12.103486056755074,1,0,1,0,0,0,1
206,5,3,1,6,1,1,2,3,3,3,3,3,1,1,8,0,1,30,1,1,2836,1.0,11.876873892875462,1,0,1,0,0,0,1
207,4,3,1,8,1,1,2,3,3,3,3,1,5,3,6,0,1,355,2,0,2200,0.3409090909090909,11.856515169360303,1,0,1,0,0,0,1
208,7,3,2,8,1,4,3,3,4,5,4,4,6,1,7,128,1,269,3,1,3219,0.07951598962834917,12.531772785169474,1,0,1,0,0,0,1
209,6,3,2,8,0,1,2,3,4,5,3,0,3,1,6,260,1,0,2,0,2184,0.2793040293040293,11.884489021402711,1,0,1,0,0,0,1
210,5,3,0,8,0,1,0,0,3,3,3,0,3,1,5,0,1,96,2,0,1728,0.4583333333333333,11.492722757652713,0,0,1,0,0,0,0
211,6,4,2,8,0,2,2,3,4,5,3,0,6,1,6,0,1,122,2,0,2424,0.9702970297029704,12.133501952695338,1,0,1,0,0,0,1
212,7,4,2,8,1,1,2,3,4,5,3,3,6,1,7,0,1,276,3,1,2752,0.08666666666666667,12.439871229831715,1,0,1,0,0,0,1
213,5,3,2,8,0,1,1,3,4,5,3,0,5,1,5,0,1,224,1,1,1980,0.2767676767676768,11.957611286231675,1,0,1,0,0,0,1
214,6,3,1,8,0,1,3,3,4,5,3,0,6,1,6,153,1,36,1,1,2081,0.4513788098693759,11.993807212363148,1,0,1,0,0,0,1
215,5,4,1,7,1,1,1,3,3,3,3,2,4,1,6,64,1,0,1,1,2306,0.6635514018691588,11.808947661697008,1,0,1,0,0,0,1
216,7,4,2,8,0,2,1,3,4,5,4,0,6,1,8,266,1,237,3,0,2872,0.3412256267409471,12.254862809699604,1,0,1,0,0,0,1
217,4,3,1,8,0,1,1,3,3,2,3,0,1,1,8,0,1,232,1,0,2014,1.0,11.580584113444045,0,0,1,0,0,0,1
218,7,4,2,8,2,1,1,3,3,5,4,3,4,1,8,312,1,269,1,2,2752,0.5726817042606517,12.649154617209645,1,0,1,0,0,0,1
219,7,4,2,8,0,3,3,3,4,5,4,0,6,1,5,16,1,108,2,0,2496,0.9871794871794872,12.0271851854705,1,0,1,0,0,0,1
220,7,4,2,8,0,2,2,3,4,5,4,0,1,1,5,0,1,384,2,0,2996,1.0,12.230277334226992,1,0,1,0,0,0,1
221,6,4,2,8,1,1,2,3,4,5,4,3,1,1,8,0,1,166,2,1,3277,1.0,12.206072645530176,1,0,1,0,0,0,1
222,6,3,2,8,1,1,2,3,4,3,3,3,5,1,6,0,1,417,3,1,2265,0.2286115007012623,12.100156419938624,1,0,1,0,0,0,1
223,4,3,2,8,0,1,1,3,3,4,3,0,5,2,4,0,1,216,1,0,1728,0.1851851851851852,11.482466257485518,1,0,1,0,0,0,1
224,10,5,3,8,1,4,3,3,5,5,5,5,6,1,8,922,1,353,2,0,4784,0.9765886287625418,12.864240107194092,1,0,1,0,0,0,1
225,5,3,1,8,0,1,1,3,3,3,3,0,1,1,6,142,1,0,2,1,1932,1.0,11.626254150277234,1,0,1,0,0,0,1
226,7,4,3,8,1,1,2,3,4,5,4,3,6,1,9,290,1,338,2,1,3723,0.5303408146300914,12.577636201962655,1,0,1,0,0,0,1
227,6,3,1,8,0,1,1,3,3,3,3,0,3,1,5,127,1,0,1,1,1470,0.33540372670807456,11.571194373094206,1,0,1,0,0,0,1
228,5,3,1,8,1,1,1,3,3,3,3,2,5,1,5,0,1,0,1,0,1824,0.07675438596491227,11.736069016284436,1,0,1,0,0,0,1
229,7,4,2,8,1,3,3,3,4,5,4,3,6,1,7,16,1,163,2,0,2928,0.9883466860888566,12.167851432709975,1,0,1,0,0,0,1
230,6,3,1,8,0,1,2,3,3,3,3,0,1,1,6,220,1,120,2,0,2388,1.0,11.904967552746253,1,0,1,0,0,0,1
231,8,5,3,8,1,1,3,3,4,5,4,3,6,1,9,506,1,348,3,1,4256,0.5287277701778386,12.906691840928818,1,0,1,0,0,0,1
232,6,3,1,8,1,1,1,3,3,3,3,1,1,1,5,297,1,0,1,1,1470,1.0,11.456355113481836,1,0,1,0,0,0,1
233,5,3,1,8,0,3,1,3,3,3,3,0,2,5,5,0,1,365,2,0,1788,0.0,11.761346823468704,1,0,1,0,0,0,1
234,6,4,2,8,2,1,3,3,4,5,4,3,6,1,8,0,1,336,3,1,2820,0.2732558139534884,12.28534582642468,1,0,1,0,0,0,1
235,6,3,1,8,0,1,1,3,3,3,3,0,5,1,5,604,1,0,1,1,1470,0.2587991718426501,11.401993904262946,1,0,1,0,0,0,1
236,7,4,2,8,0,3,2,3,4,5,4,0,6,1,6,98,1,237,2,0,2828,0.983026874115983,12.130810161029627,1,0,1,0,0,0,1
237,7,4,2,8,0,1,2,3,4,5,4,0,4,1,7,0,1,678,2,1,2740,0.5963855421686747,12.178187442040636,1,0,1,0,0,0,1
238,8,4,3,8,0,1,3,3,5,5,5,0,1,1,7,254,1,396,2,0,3388,1.0,12.669806661762314,1,0,1,0,0,0,1
239,6,3,1,8,1,1,1,3,3,3,3,4,2,1,7,0,1,140,1,1,2222,0.8721088435374149,11.635143097694476,1,0,1,0,0,0,0
240,8,4,2,8,0,3,2,3,4,5,4,0,6,1,7,36,1,312,3,0,3132,0.3116219667943806,12.478006361013815,1,0,1,0,0,0,1
241,5,4,0,8,0,1,0,0,3,4,3,0,5,1,4,0,1,100,1,0,1552,0.5204081632653061,11.612770799939945,1,0,1,0,0,0,1
242,5,3,1,8,0,1,1,2,3,4,3,0,1,1,6,0,1,77,1,0,1980,1.0,11.277203131449161,0,0,1,0,0,0,0
243,6,3,1,8,1,1,2,3,4,3,3,3,1,1,6,0,1,28,1,1,1843,1.0,11.695247021764185,1,0,1,0,0,0,1
244,7,4,2,8,2,1,2,3,4,5,4,2,6,1,8,0,1,130,3,1,3058,0.2668776371308017,12.230765258120543,1,0,1,0,0,0,1
245,7,3,2,8,1,3,3,3,4,4,3,3,6,1,6,102,1,236,2,1,3717,0.4964769647696477,12.394624752074765,1,0,1,0,0,0,1
246,6,2,1,8,0,1,1,1,2,4,3,0,1,1,9,0,2,172,2,0,2948,1.0,11.827736204810266,0,0,1,0,1,0,0
247,6,3,2,8,1,1,1,3,3,5,3,3,1,1,5,0,1,30,1,0,2742,1.0,11.849397701591439,1,0,1,0,0,0,1
248,7,4,2,8,0,1,2,3,4,5,4,0,1,1,8,101,1,212,2,1,2508,1.0,12.100712129872349,1,0,1,0,0,0,1
249,6,4,2,8,2,4,3,3,4,4,4,3,3,1,7,472,1,98,2,1,3588,0.5173130193905817,12.531772785169474,1,0,1,0,0,0,1
250,3,2,0,5,0,1,0,0,3,5,3,0,1,1,6,0,1,263,1,0,2034,1.0,11.245046019814627,1,0,1,0,0,0,1
251,8,4,2,8,1,4,3,3,4,5,4,4,6,1,5,481,1,276,3,1,3198,0.0,12.367340793126294,1,0,1,0,0,0,1
252,6,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,1,183,2,1,2438,1.0,12.061046873479915,1,0,1,0,0,0,1
253,6,4,1,7,0,4,2,3,4,5,3,0,2,5,7,108,1,333,2,1,2604,0.34715821812596004,11.970350312009106,1,0,1,0,0,0,1
254,5,3,1,8,0,1,2,3,3,3,3,0,3,1,5,0,1,250,2,0,2628,0.2983257229832572,11.884489021402711,1,0,1,0,0,0,1
255,7,4,2,8,1,1,3,3,4,5,4,3,1,1,8,302,1,192,2,1,3266,1.0,12.345834587905333,1,0,1,0,0,0,1
256,6,4,2,8,0,1,2,3,4,5,4,0,3,1,7,0,1,272,2,1,2592,0.4178240740740741,12.24288661865289,1,0,1,0,0,0,1
257,7,4,2,8,1,1,2,3,4,5,4,4,6,1,8,180,1,233,3,1,3208,0.16832917705735662,12.3013828253345,1,0,1,0,0,0,1
258,7,4,2,8,1,1,2,3,4,5,4,3,6,1,7,172,1,341,2,1,2755,0.6251298026998962,12.352335152508426,1,0,1,0,0,0,1
259,5,3,1,8,0,0,1,3,0,4,3,0,0,0,4,0,1,45,1,0,882,0.0,11.482466257485518,1,0,1,0,0,0,0
260,6,3,2,8,1,4,1,3,3,3,3,3,3,5,6,399,1,252,2,0,2744,0.0,12.078239274020287,1,0,1,0,0,0,1
261,8,5,3,8,1,1,3,3,5,5,4,4,1,1,10,270,1,148,2,1,4056,1.0,12.528156144699285,1,0,1,0,0,0,1
262,6,3,2,8,1,3,1,3,4,3,3,3,5,1,6,46,1,304,2,0,1718,0.0,11.925035115797062,1,0,1,0,0,0,1
263,5,3,2,8,0,1,1,3,3,3,3,0,2,5,6,0,1,0,2,0,2242,0.0,11.77528972943772,1,0,1,0,0,0,1
264,5,3,2,8,0,1,1,3,2,4,3,0,1,1,4,0,1,0,1,0,1444,1.0,11.198214720130528,0,0,0,0,1,0,0
265,6,4,2,8,1,1,3,3,4,3,3,3,6,2,7,210,1,276,2,0,2844,0.4261603375527426,12.075394321888055,1,0,1,0,0,0,1
266,6,3,2,8,1,3,3,3,4,4,3,3,6,1,8,0,1,170,3,1,2313,0.10972568578553617,12.128111104060464,1,0,1,0,0,0,1
267,5,4,1,8,1,1,1,3,3,5,3,4,2,1,8,0,1,286,2,1,2912,0.475,12.097930486910473,1,0,1,0,0,0,1
268,5,3,1,8,1,1,3,5,3,5,3,4,5,3,4,0,1,25,1,0,1518,0.2864864864864865,11.699405031912846,1,0,1,0,0,0,1
269,6,3,1,8,1,1,2,3,3,3,3,2,4,1,6,174,1,400,2,1,2256,0.3429571303587052,11.904967552746253,1,0,1,0,0,0,1
270,8,4,3,8,1,2,2,3,4,4,4,4,1,1,8,0,1,243,2,1,3034,1.0,12.491251587763836,1,0,1,0,0,0,1
271,7,3,2,5,2,4,1,3,4,5,3,3,2,6,5,0,1,81,2,0,2748,0.06931407942238267,12.394624752074765,1,0,1,0,0,0,1
272,8,4,3,8,1,1,3,3,4,5,4,4,6,1,9,348,1,189,2,1,3422,0.5451388888888888,12.577636201962655,1,0,1,0,0,0,1
273,6,3,1,7,1,1,2,3,3,4,3,4,3,2,6,183,1,289,3,0,2872,0.0,11.842229212112827,1,0,1,0,0,0,1
274,5,3,1,8,0,4,1,3,3,3,3,0,5,1,5,0,1,168,1,0,1632,0.3308823529411765,11.7320609948869,1,0,1,0,0,0,1
275,7,5,2,8,0,1,1,3,3,4,4,0,1,1,5,0,1,218,2,1,2500,1.0,12.230765258120543,0,0,1,0,0,0,1
276,7,4,2,8,0,1,3,3,5,5,4,0,1,1,7,0,1,250,2,0,3120,1.0,12.211060187041214,1,0,1,0,0,0,1
277,4,3,2,8,0,1,1,3,3,5,3,0,2,1,4,0,1,0,1,0,1728,0.8611111111111112,11.856515169360303,1,0,1,0,0,0,1
278,9,5,3,8,1,4,3,3,5,5,5,5,1,1,8,315,1,364,2,1,4242,1.0,12.936751613811438,1,0,1,0,0,0,1
279,7,3,2,8,1,1,3,3,4,5,3,3,4,1,8,299,1,405,2,1,3182,0.6620689655172414,12.165250651009917,1,0,1,0,0,0,1
280,7,4,2,8,1,3,3,3,4,4,4,3,6,1,7,340,1,280,2,1,2789,0.4783147459727386,12.339291489316395,1,0,1,0,0,0,1
281,6,4,2,8,0,1,3,3,4,4,4,0,6,1,5,68,1,120,2,0,2524,0.28288431061806657,12.128111104060464,1,0,1,0,0,0,1
282,7,4,2,8,1,1,2,3,4,5,4,4,6,1,6,166,1,234,3,0,2628,0.3120243531202435,12.24288661865289,1,0,1,0,0,0,1
283,8,4,3,8,1,1,3,3,4,5,4,4,1,1,6,72,1,360,2,0,2936,1.0,12.407379502235207,1,0,1,0,0,0,1
284,6,4,2,8,0,1,2,3,4,4,4,0,6,1,5,0,1,52,3,0,3150,0.7269841269841271,12.096257779522967,1,0,1,0,0,0,1
285,7,4,2,8,0,1,2,3,4,5,4,0,1,1,5,0,1,54,2,1,1875,1.0,12.011880916165733,1,0,1,0,0,0,1
286,6,4,2,8,1,1,2,3,3,3,3,4,3,1,7,0,1,128,1,1,2646,0.34210526315789475,11.976659481202367,1,0,1,0,0,0,1
287,4,3,0,8,0,1,0,0,3,3,3,0,4,1,5,0,1,0,1,0,1716,0.2843822843822844,11.385092093460345,1,0,1,0,0,0,1
288,5,3,1,8,0,1,1,3,3,3,3,0,4,1,5,31,1,0,1,0,1782,0.4897959183673469,11.711776323715393,1,0,1,0,0,0,1
289,6,3,1,8,0,1,1,3,3,5,3,0,1,1,7,0,1,259,1,0,2094,1.0,11.941944326032125,1,0,1,0,0,0,0
290,8,4,2,8,1,3,2,4,4,5,4,4,1,1,8,0,1,51,2,1,2998,1.0,12.359780370124387,1,0,1,0,0,0,1
291,5,2,0,8,0,1,0,0,3,5,3,0,3,1,9,0,1,184,3,0,2496,0.7307692307692307,11.819674600139233,0,0,0,0,0,0,1
292,5,3,1,6,1,1,1,3,3,4,3,4,2,1,8,0,1,160,1,1,2484,0.6197916666666666,11.782952602183288,1,0,1,0,0,0,1
293,7,4,2,8,1,1,3,3,3,2,3,3,5,1,9,34,1,250,3,1,3058,0.0,12.367340793126294,1,0,1,0,0,0,1
294,6,3,2,8,2,1,3,3,3,3,3,4,6,1,7,238,1,110,2,0,3060,0.0925141242937853,12.025749091398893,1,0,1,0,0,0,1
295,6,3,2,8,0,3,1,3,3,3,3,0,6,1,6,0,1,120,2,0,2006,0.18344965104685945,11.86709727869084,1,0,1,0,0,0,1
296,5,3,1,8,0,1,1,3,3,3,3,0,4,1,6,0,1,289,1,1,2468,0.5384615384615384,11.931635799828413,1,0,1,0,0,0,0
297,7,4,2,8,1,1,2,3,4,5,4,3,4,1,7,1600,1,208,2,1,2925,0.3343589743589744,12.384218830913648,1,0,1,0,0,0,1
298,6,3,2,8,1,1,1,3,3,4,4,4,5,3,7,365,1,224,1,3,2445,0.2037037037037037,12.072541252905653,1,0,1,0,0,0,1
299,6,4,1,8,1,1,1,3,3,5,3,4,1,1,6,0,1,36,1,1,2244,1.0,11.973509872299473,1,0,1,0,0,0,1
300,5,3,1,8,2,2,1,3,3,3,3,4,4,1,5,56,1,0,2,0,2501,0.27811158798283264,11.964001084330445,1,0,1,0,0,0,1
301,8,4,2,8,1,1,3,3,4,5,4,3,6,1,9,0,1,258,2,1,3480,0.7266536964980544,12.495003937382386,1,0,1,0,0,0,1
302,7,4,3,8,1,1,2,3,4,5,4,3,1,1,6,150,1,549,2,0,3082,1.0,12.230765258120543,1,0,1,0,0,0,1
303,5,3,2,8,0,1,1,3,3,3,3,0,5,1,5,0,1,256,2,0,1788,0.0,11.917723684090689,1,0,1,0,0,0,1
304,7,4,3,8,1,1,1,3,3,5,3,5,1,1,10,0,1,302,3,0,4963,1.0,12.594730635321955,1,0,1,0,0,0,1
305,8,4,3,8,0,1,3,3,4,5,4,0,6,1,8,246,1,168,3,0,4000,0.268,12.631013530138993,1,0,1,0,0,0,1
306,7,4,3,8,1,1,2,3,4,4,4,3,5,1,8,246,1,395,3,1,2943,0.0,12.323855681186556,1,0,1,0,0,0,1
307,6,2,0,8,0,1,0,0,3,3,3,0,1,1,6,0,1,144,1,0,1725,1.0,11.401993904262946,1,0,0,0,0,0,0
308,4,3,2,8,0,1,1,3,3,5,3,0,4,1,4,0,1,158,1,0,1722,0.6957026713124274,11.320553572322774,1,0,1,0,0,0,1
309,9,5,3,8,3,4,3,3,5,5,4,5,6,1,8,0,1,383,3,0,3840,0.3280590717299578,12.793859310432293,1,0,1,0,0,0,1
310,6,4,2,8,1,1,3,3,4,4,3,3,5,1,6,112,1,253,2,1,2198,0.2568149210903874,12.017330520933294,1,0,1,0,0,0,1
311,6,3,1,8,1,1,1,3,3,5,3,4,5,1,5,0,1,0,2,0,1944,0.3004115226337449,11.790557201568507,1,0,1,0,0,0,1
312,5,3,2,8,1,2,1,3,4,3,3,4,3,1,5,0,1,271,2,0,1911,0.3606557377049181,11.694413341015606,1,0,1,0,0,0,1
313,7,3,2,8,2,4,2,3,4,3,3,4,5,3,8,0,1,0,4,0,4172,0.03745318352059925,12.834681304952548,1,0,1,0,0,0,1
314,7,5,2,8,1,1,1,2,3,5,3,4,2,1,6,0,1,234,1,2,2369,0.978021978021978,12.089538829274224,1,0,1,0,0,0,1
315,7,4,2,8,1,1,3,3,4,5,4,4,6,1,6,0,1,151,3,1,2148,0.4064245810055866,12.146853285870204,1,0,1,0,0,0,1
316,7,5,2,8,1,1,2,3,4,3,4,3,6,1,10,278,1,483,3,1,3198,0.18106508875739644,12.468436909997664,1,0,1,0,0,0,1
317,8,4,3,8,1,3,2,3,4,5,4,4,1,1,8,0,1,254,2,1,3047,1.0,12.506177237980511,1,0,1,0,0,0,1
318,7,4,3,8,1,4,2,3,4,5,4,3,6,1,9,256,1,544,3,1,3993,0.267260579064588,12.468436909997664,1,0,1,0,0,0,1
319,7,3,2,8,2,3,1,3,4,3,3,3,6,1,6,225,1,281,3,0,2844,0.24489795918367346,12.141534124392605,1,0,1,0,0,0,1
320,9,4,3,8,0,3,2,3,5,5,3,0,1,1,9,370,1,394,3,1,3845,1.0,12.744444367796099,1,0,1,0,0,0,1
321,8,4,3,8,1,3,3,3,5,5,4,4,6,1,10,388,1,338,3,1,3604,0.14612676056338028,12.777052192115912,1,0,1,0,0,0,1
322,7,4,2,8,1,4,3,3,3,5,4,3,2,5,8,172,1,297,3,1,4232,0.0,12.614865543731012,1,0,1,0,0,0,1
323,3,3,1,8,0,1,1,2,3,5,3,0,5,1,6,0,1,240,2,0,2325,0.7796901893287436,11.745425111208466,1,0,1,0,0,0,1
324,7,4,2,8,1,1,3,3,4,5,4,4,1,1,11,300,1,240,2,1,3688,1.0,12.396693005138824,1,0,1,0,0,0,1
325,5,3,2,8,0,3,1,3,3,1,3,0,4,1,5,0,1,244,1,0,1523,0.8388888888888889,11.37366339763672,0,0,1,1,0,0,0
326,8,4,2,8,2,4,3,3,4,5,4,4,6,1,6,0,1,152,3,1,3438,0.05817335660267596,12.688498794774466,1,0,1,0,0,0,1
327,6,3,1,8,0,1,2,3,3,3,3,0,3,1,7,175,1,45,1,1,2766,0.5914678235719449,11.886211674714158,1,0,1,0,0,0,1
328,6,4,2,8,0,1,1,3,3,4,3,0,1,1,10,0,1,328,2,0,2978,1.0,12.276065017350211,0,0,1,0,0,0,0
329,5,3,1,8,0,2,1,2,3,3,3,0,1,1,6,0,1,137,1,0,1788,1.0,11.26446410567173,0,0,0,0,0,0,1
330,5,3,1,8,0,1,1,3,3,3,3,0,6,3,10,84,2,155,2,1,3456,0.8240740740740741,11.686878772093667,1,0,1,0,0,0,1
331,5,3,1,8,0,1,2,3,3,2,3,0,3,1,6,0,1,0,2,0,2112,0.19886363636363635,11.842229212112827,1,0,1,0,0,0,1
332,8,4,3,8,1,1,2,3,4,5,4,4,6,0,7,296,1,0,3,0,4835,0.5,12.556729517143346,1,0,1,0,0,0,1
333,7,4,2,8,1,3,2,3,4,5,4,4,6,1,6,146,1,222,3,0,2716,0.4698085419734904,12.240474072247505,1,0,1,0,0,0,1
334,6,3,2,8,2,4,3,3,4,4,3,3,6,1,7,0,1,138,3,1,2581,0.12195121951219512,12.165250651009917,1,0,1,0,0,0,1
335,5,3,2,8,2,4,3,3,3,5,3,4,5,4,7,0,1,670,4,0,3285,0.06871247498332221,12.341258918085241,1,0,1,0,0,0,1
336,9,4,3,8,1,4,3,3,5,5,4,4,6,1,8,200,1,229,3,0,3844,0.350156087408949,12.841129801965446,1,0,1,0,0,0,1
337,7,4,2,8,0,3,2,3,4,5,4,0,6,1,7,113,1,266,3,0,3072,0.47265625,12.273731294003987,1,0,1,0,0,0,1
338,7,4,2,8,0,2,2,3,4,5,4,0,5,1,8,0,1,153,3,0,2829,0.8236754966887417,12.218495165528731,1,0,1,0,0,0,1
339,6,3,1,8,0,1,1,3,3,3,3,0,3,1,6,176,1,234,1,0,2430,0.5185185185185185,11.951180395901384,1,0,1,0,0,0,0
340,8,4,2,8,0,1,3,3,4,5,4,0,1,1,9,0,1,135,2,1,2875,1.0,12.220468525813908,1,0,1,0,0,0,1
341,4,3,1,8,0,1,1,3,3,4,2,0,1,1,4,0,1,274,1,0,1562,1.0,11.314474526246393,1,0,0,0,0,0,1
342,3,3,2,8,0,0,1,3,0,2,3,0,0,0,6,340,2,0,2,0,1040,0.0,11.379394072345706,0,0,1,0,0,0,0
343,9,5,2,8,1,1,2,3,5,5,5,5,6,1,6,616,1,567,2,0,3368,0.9833729216152018,12.491251587763836,1,0,1,0,0,0,1
344,5,3,1,8,0,1,1,3,4,3,3,0,3,4,4,0,1,182,1,1,1648,0.3264925373134329,11.350406535472453,1,0,1,0,0,0,1
345,6,2,1,8,1,1,1,3,3,4,3,4,1,1,6,0,1,0,1,0,2549,1.0,11.850825253582627,1,0,1,0,0,0,1
346,6,3,1,8,0,2,2,3,3,3,3,0,4,1,5,0,1,0,1,0,1916,0.4801670146137787,11.928340903931561,1,0,1,0,0,0,1
347,6,3,2,8,2,1,1,3,3,5,3,4,4,1,6,30,1,40,3,0,2956,0.14073071718538566,11.967180737247824,1,0,1,0,0,0,0
348,7,4,2,8,0,1,2,3,4,5,4,0,6,1,6,106,1,27,3,1,2390,0.25,11.944707881395766,1,0,1,0,0,0,1
349,9,5,3,8,2,1,3,3,5,5,5,5,6,1,10,870,1,0,3,1,4576,0.23701298701298698,12.988040814744458,1,0,1,0,0,0,1
350,9,5,2,8,1,1,2,3,5,5,5,4,1,1,6,362,1,264,2,0,3738,1.0,12.669998467265833,1,0,1,0,0,0,1
351,7,4,2,8,1,4,2,3,4,4,3,3,6,1,6,0,1,264,2,1,2906,0.2553337921541638,12.154779351142626,1,0,1,0,0,0,1
352,5,3,1,8,0,2,1,3,3,3,3,0,2,3,5,0,1,48,1,1,1727,0.0,11.461632170582678,0,0,1,0,0,0,1
353,6,3,2,8,0,1,1,3,3,4,3,0,1,1,5,0,1,106,1,0,1344,1.0,11.570250531589494,1,0,1,0,0,0,1
354,6,3,1,8,2,1,1,3,3,5,3,4,2,1,6,0,1,108,1,0,2535,0.5872340425531914,11.849397701591439,1,0,1,0,0,0,1
355,6,4,2,8,0,1,2,3,4,5,4,0,5,4,6,0,1,26,3,0,2400,0.2683333333333333,12.08672588789761,1,0,1,0,0,0,1
356,6,4,2,8,0,1,2,3,4,4,3,0,6,1,6,106,1,146,3,0,2325,0.5164075993091537,12.061046873479915,1,0,1,0,0,0,1
357,5,3,2,8,1,1,3,3,4,3,3,1,5,1,6,0,1,626,2,1,2284,0.23467600700525396,11.805595078933045,1,0,1,0,0,0,1
358,5,4,1,6,0,3,1,3,3,5,3,0,4,3,6,120,1,462,1,1,2414,0.4406779661016949,11.77528972943772,1,0,1,1,0,0,0
359,8,4,2,8,1,3,2,3,4,5,4,3,6,1,7,530,1,657,3,1,3010,0.11970534069981585,12.542544882151384,1,0,1,0,0,0,1
360,6,3,2,8,1,3,2,3,4,5,3,3,6,1,5,0,1,192,2,0,1800,0.12950450450450451,11.957611286231675,1,0,1,0,0,0,1
361,5,3,1,8,0,1,1,3,3,4,3,0,3,1,8,0,1,0,2,0,2388,0.5481313703284258,11.884489021402711,1,0,0,0,0,0,1
362,7,4,2,8,1,0,2,3,0,5,4,5,0,0,7,500,1,177,3,0,1922,0.0,12.198544379109382,1,0,1,0,0,0,1
363,6,4,1,8,0,1,1,3,3,4,3,0,5,1,5,510,1,250,1,1,1470,0.6645962732919255,11.6784399034478,1,0,1,0,0,0,1
364,6,3,2,8,1,2,3,3,4,3,3,3,6,1,6,120,1,417,3,1,2370,0.10552763819095476,12.154779351142626,1,0,1,0,0,0,1
365,5,3,1,8,0,1,1,3,3,4,3,0,3,1,6,0,1,346,1,0,2016,0.32142857142857145,11.898187865760873,1,0,1,0,0,0,0
366,6,3,2,8,2,1,2,3,4,4,3,4,4,1,6,247,1,261,2,1,2788,0.5631276901004304,11.976659481202367,1,0,1,0,0,0,1
