"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"425","425","20","rl","72","9000","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","6","5","1956","1956","gable","compshg","wd sdng","wd sdng","brkface","74","ta","ta","cblock","gd","ta","no","lwq","616","unf","0","580","1196","gasa","gd","y","fusea","1196","0","0","1196","1","0","1","0","2","1","ta","6","typ","1","gd","attchd","1956","rfn","1","297","ta","ta","y","0","44","0","0","0","0","nothing","nothing","nothing","0","5","2008","wd","normal","139000"
"426","426","60","rm","60","3378","pave","grvl","reg","hls","allpub","inside","gtl","oldtown","norm","norm","1fam","2story","7","8","1946","1992","gable","compshg","hdboard","hdboard","nothing","0","ta","gd","cblock","ta","ta","no","unf","0","unf","0","651","651","gasa","gd","y","sbrkr","707","682","0","1389","0","0","1","1","3","1","ta","6","typ","2","gd","detchd","1947","unf","1","240","ta","ta","p","0","0","126","0","0","0","nothing","nothing","nothing","0","9","2009","wd","normal","135000"
"427","427","80","rl","0","12800","pave","nothing","reg","low","allpub","inside","mod","sawyerw","norm","norm","1fam","slvl","7","5","1989","1989","gable","compshg","wd sdng","wd sdng","brkface","145","gd","ta","pconc","gd","ta","gd","glq","1518","unf","0","0","1518","gasa","gd","y","sbrkr","1644","0","0","1644","1","1","2","0","2","1","gd","5","typ","1","ta","attchd","1989","fin","2","569","ta","ta","y","80","0","0","0","396","0","nothing","nothing","nothing","0","8","2009","wd","normal","275000"
"428","428","20","rl","77","8593","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","4","6","1957","1957","hip","compshg","metalsd","metalsd","nothing","0","ta","ta","cblock","ta","ta","no","rec","288","unf","0","619","907","gasa","ex","y","sbrkr","907","0","0","907","0","0","1","0","3","1","ta","5","typ","0","nothing","detchd","1964","unf","1","352","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2008","wd","normal","109008"
"429","429","20","rl","64","6762","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","1story","7","5","2007","2007","gable","compshg","vinylsd","vinylsd","brkface","108","gd","ta","pconc","gd","ta","no","glq","664","unf","0","544","1208","gasa","ex","y","sbrkr","1208","0","0","1208","1","0","2","0","2","1","gd","6","typ","0","nothing","attchd","2007","rfn","2","628","ta","ta","y","105","54","0","0","0","0","nothing","nothing","nothing","0","9","2007","new","partial","195400"
"430","430","20","rl","130","11457","pave","nothing","ir1","lvl","allpub","corner","gtl","timber","norm","norm","1fam","1story","6","5","1988","1988","gable","compshg","hdboard","hdboard","nothing","0","ta","ta","cblock","gd","ta","mn","glq","1005","unf","0","387","1392","gasa","ta","y","sbrkr","1412","0","0","1412","1","0","2","0","3","1","gd","6","typ","1","ta","attchd","1988","unf","2","576","ta","ta","y","0","0","169","0","0","0","nothing","nothing","nothing","0","3","2009","wd","normal","175000"
"431","431","160","rm","21","1680","pave","nothing","reg","lvl","allpub","inside","gtl","brdale","norm","norm","twnhs","2story","6","5","1971","1971","gable","compshg","hdboard","hdboard","brkface","232","ta","ta","cblock","ta","ta","no","alq","387","unf","0","96","483","gasa","ta","y","sbrkr","483","504","0","987","0","0","1","1","2","1","ta","4","typ","0","nothing","detchd","1971","unf","1","264","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2008","cod","abnorml","85400"
"432","432","50","rm","60","5586","pave","nothing","ir1","bnk","allpub","inside","gtl","oldtown","feedr","norm","1fam","1.5fin","6","7","1920","1998","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","901","901","gasa","gd","y","sbrkr","1088","110","0","1198","0","0","1","0","4","1","ta","7","typ","0","nothing","nothing","1920","nothing","0","0","nothing","nothing","n","0","98","0","0","0","0","nothing","mnprv","nothing","0","9","2008","conld","abnorml","79900"
"433","433","160","rm","24","1920","pave","nothing","reg","lvl","allpub","inside","gtl","brdale","norm","norm","twnhse","2story","5","5","1971","1971","gable","compshg","hdboard","hdboard","brkface","376","ta","ta","cblock","ta","ta","no","alq","471","unf","0","294","765","gasa","ex","y","sbrkr","765","600","0","1365","1","0","1","1","2","1","ta","6","min1","0","nothing","detchd","1971","unf","2","440","ta","ta","y","240","36","0","0","0","0","nothing","nothing","nothing","0","8","2007","wd","normal","122500"
"434","434","60","rl","100","10839","pave","nothing","ir1","lvl","allpub","corner","gtl","gilbert","norm","norm","1fam","2story","6","5","1997","1998","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","pconc","gd","ta","no","unf","0","unf","0","926","926","gasa","ex","y","sbrkr","926","678","0","1604","0","0","2","1","3","1","ta","7","typ","1","ta","attchd","1997","fin","2","470","ta","ta","y","0","36","0","0","0","0","nothing","nothing","nothing","0","7","2008","wd","normal","181000"
"435","435","180","rm","21","1890","pave","nothing","reg","lvl","allpub","inside","gtl","meadowv","norm","norm","twnhs","sfoyer","4","7","1972","1972","gable","compshg","cemntbd","cmentbd","nothing","0","ta","gd","cblock","gd","ta","av","alq","495","unf","0","135","630","gasa","gd","y","sbrkr","630","0","0","630","1","0","1","0","1","1","ta","3","typ","0","nothing","nothing","1972","nothing","0","0","nothing","nothing","y","88","0","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","81000"
"436","436","60","rl","43","10667","pave","nothing","ir2","lvl","allpub","culdsac","gtl","collgcr","posn","norm","1fam","2story","7","6","1996","1996","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","av","glq","385","alq","344","70","799","gasa","ex","y","sbrkr","827","834","0","1661","1","0","2","1","3","1","gd","6","typ","1","ta","attchd","1996","rfn","2","550","ta","ta","y","158","61","0","0","0","0","nothing","nothing","nothing","0","4","2009","conlw","normal","212000"
"437","437","50","rm","40","4400","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","1.5fin","6","8","1920","1950","gable","compshg","stucco","stucco","nothing","0","ta","ta","brktil","fa","ta","no","unf","0","unf","0","648","648","gasa","ta","y","fusea","734","384","0","1118","0","0","1","0","2","1","ta","6","typ","0","nothing","detchd","1990","unf","2","440","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","10","2006","wd","normal","116000"
"438","438","45","rm","50","6000","pave","nothing","reg","lvl","allpub","inside","gtl","brkside","norm","norm","1fam","1.5unf","6","7","1926","2004","gable","compshg","wd sdng","wd sdng","nothing","0","gd","ta","pconc","ta","ta","no","unf","0","unf","0","884","884","gasa","gd","y","sbrkr","904","0","0","904","0","0","1","0","2","1","ta","4","typ","0","nothing","detchd","1926","unf","1","180","ta","ta","y","0","0","105","0","0","0","nothing","nothing","nothing","0","1","2009","wd","normal","119000"
"439","439","30","rl","40","4280","pave","nothing","reg","lvl","allpub","inside","gtl","crawfor","norm","norm","1fam","1story","5","6","1913","2002","gable","compshg","wdshing","stucco","nothing","0","ta","ta","pconc","ta","ta","no","lwq","365","unf","0","75","440","gasa","ta","n","sbrkr","694","0","0","694","0","0","1","0","2","1","gd","4","typ","1","gd","detchd","1990","unf","1","352","gd","ta","p","0","0","34","0","0","0","nothing","mnprv","nothing","0","3","2007","wd","normal","90350"
"440","440","50","rl","67","12354","pave","grvl","reg","lvl","allpub","corner","gtl","edwards","norm","norm","1fam","1.5fin","6","8","1920","2000","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","brktil","ta","fa","mn","unf","0","unf","0","684","684","gasa","gd","y","sbrkr","684","512","0","1196","0","0","1","0","3","1","gd","7","typ","0","nothing","detchd","2005","unf","2","528","ta","ta","y","0","46","0","0","0","0","nothing","gdprv","shed","800","8","2009","conli","normal","110000"
"441","441","20","rl","105","15431","pave","nothing","reg","lvl","allpub","inside","gtl","nridght","norm","norm","1fam","1story","10","5","2008","2008","hip","compshg","vinylsd","vinylsd","stone","200","ex","ta","pconc","ex","ta","gd","glq","1767","alq","539","788","3094","gasa","ex","y","sbrkr","2402","0","0","2402","1","0","2","0","2","1","ex","10","typ","2","gd","attchd","2008","fin","3","672","ta","ta","y","0","72","0","0","170","0","nothing","nothing","nothing","0","4","2009","wd","normal","555000"
"442","442","90","rl","92","12108","pave","nothing","reg","lvl","allpub","inside","gtl","edwards","norm","norm","duplex","1story","4","4","1955","1955","gable","compshg","vinylsd","vinylsd","brkface","270","ta","ta","cblock","ta","ta","no","alq","133","unf","0","1307","1440","gasa","ta","n","fusef","1440","0","0","1440","0","0","2","0","4","2","fa","8","typ","0","nothing","nothing","1955","nothing","0","0","nothing","nothing","y","0","0","0","0","0","0","nothing","nothing","nothing","0","9","2008","wd","normal","118000"
"443","443","50","rm","52","6240","pave","nothing","reg","lvl","allpub","inside","gtl","brkside","norm","norm","1fam","1.5fin","5","7","1930","1992","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","pconc","ta","ta","no","unf","0","unf","0","1078","1078","gasa","ta","y","sbrkr","1128","445","0","1573","0","0","2","0","3","1","ta","8","typ","1","gd","detchd","1930","unf","2","360","ta","ta","p","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","162900"
"444","444","120","rl","53","3922","pave","nothing","reg","lvl","allpub","inside","gtl","blmngtn","norm","norm","twnhse","1story","7","5","2006","2007","gable","compshg","wdshing","wd shng","brkface","72","gd","ta","pconc","ex","ta","av","unf","0","unf","0","1258","1258","gasa","ex","y","sbrkr","1258","0","0","1258","0","0","2","0","2","1","gd","6","typ","1","gd","attchd","2007","fin","3","648","ta","ta","y","144","16","0","0","0","0","nothing","nothing","nothing","0","6","2007","new","partial","172500"
"445","445","60","rl","70","8750","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","2story","7","5","1994","1995","gable","compshg","vinylsd","vinylsd","nothing","0","gd","gd","pconc","gd","ta","no","glq","642","unf","0","273","915","gasa","ex","y","sbrkr","933","975","0","1908","1","0","2","1","4","1","gd","8","typ","1","ta","attchd","1994","unf","2","493","ta","ta","y","144","133","0","0","0","0","nothing","nothing","nothing","0","7","2008","wd","normal","210000"
"446","446","20","rl","73","9855","pave","nothing","reg","lvl","allpub","corner","gtl","edwards","norm","norm","1fam","1story","6","5","1956","1956","hip","compshg","wd sdng","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","unf","0","unf","0","1436","1436","gasa","fa","y","sbrkr","1689","0","0","1689","0","0","1","0","3","1","ta","7","typ","1","gd","attchd","1956","unf","2","480","ta","ta","y","0","0","0","0","0","0","nothing","mnprv","nothing","0","11","2009","cod","normal","127500"
"447","447","20","rl","137","16492","pave","nothing","ir1","lvl","allpub","corner","gtl","names","posa","norm","1fam","1story","6","6","1966","2002","gable","compshg","brkface","plywood","nothing","0","gd","ta","cblock","ta","ta","no","alq","247","rec","713","557","1517","gasa","ex","y","sbrkr","1888","0","0","1888","0","0","2","1","2","1","gd","6","mod","1","gd","attchd","1966","fin","2","578","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2010","wd","normal","190000"
"448","448","60","rl","0","11214","pave","nothing","ir1","lvl","allpub","corner","gtl","gilbert","norm","norm","1fam","2story","7","5","1998","1999","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","unf","0","unf","0","930","930","gasa","gd","y","sbrkr","956","930","0","1886","0","0","2","1","4","1","gd","10","typ","1","ta","attchd","1998","fin","2","431","ta","ta","y","89","0","0","0","0","0","nothing","nothing","nothing","0","7","2006","wd","normal","199900"
"449","449","50","rm","50","8600","pave","nothing","reg","bnk","allpub","inside","gtl","idotrr","norm","norm","1fam","1.5fin","6","6","1937","1950","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","780","780","gasa","ta","y","sbrkr","780","596","0","1376","0","0","2","0","3","1","ta","7","typ","1","gd","detchd","1937","unf","1","198","ta","ta","n","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2006","wd","normal","119500"
"450","450","50","rm","50","6000","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","1.5fin","3","7","1948","2002","gable","compshg","metalsd","metalsd","nothing","0","ta","gd","cblock","ta","ta","no","alq","331","unf","0","318","649","gasa","ex","y","sbrkr","679","504","0","1183","0","0","1","1","2","1","ta","6","typ","0","nothing","detchd","1981","unf","1","308","ta","ta","y","0","176","0","0","0","0","nothing","nothing","nothing","0","6","2007","wd","normal","120000"
"451","451","30","rm","70","5684","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","1story","6","8","1930","2005","hip","compshg","wd sdng","wd sdng","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","813","813","gasa","ex","y","fusea","813","0","0","813","0","0","1","0","2","1","gd","5","typ","0","nothing","detchd","1932","unf","1","270","fa","fa","n","0","113","0","0","0","0","nothing","nothing","nothing","0","6","2006","wd","normal","110000"
"452","452","20","rl","62","70761","pave","nothing","ir1","low","allpub","inside","mod","clearcr","norm","norm","1fam","1story","7","5","1975","1975","gable","wdshngl","plywood","plywood","nothing","0","ta","ta","cblock","gd","ta","gd","alq","655","unf","0","878","1533","gasa","ta","y","sbrkr","1533","0","0","1533","1","0","2","0","2","1","gd","5","typ","2","ta","attchd","1975","unf","2","576","ta","ta","y","200","54","0","0","0","0","nothing","nothing","nothing","0","12","2006","wd","normal","280000"
"453","453","60","rl","0","9303","pave","nothing","ir1","lvl","allpub","corner","gtl","timber","norm","norm","1fam","2story","6","5","1996","1997","hip","compshg","vinylsd","vinylsd","brkface","42","gd","ta","pconc","ex","ta","no","alq","742","unf","0","130","872","gasa","ex","y","sbrkr","888","868","0","1756","1","0","2","1","3","1","ta","7","typ","0","nothing","attchd","1996","fin","2","422","ta","ta","y","144","122","0","0","0","0","nothing","nothing","nothing","0","7","2007","wd","normal","204000"
"454","454","60","fv","75","9000","pave","nothing","reg","lvl","allpub","inside","gtl","somerst","norm","norm","1fam","2story","8","5","2008","2008","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","unf","0","unf","0","768","768","gasa","ex","y","sbrkr","786","804","0","1590","0","0","2","1","3","1","gd","6","typ","0","nothing","attchd","2008","rfn","2","676","ta","ta","y","0","30","0","0","0","0","nothing","nothing","nothing","0","6","2009","wd","normal","210000"
"455","455","90","rl","63","9297","pave","nothing","reg","lvl","allpub","inside","gtl","mitchel","norm","norm","duplex","1story","5","5","1976","1976","gable","compshg","plywood","plywood","nothing","0","ta","ta","cblock","ta","ta","no","alq","1606","unf","0","122","1728","gasa","ta","y","sbrkr","1728","0","0","1728","2","0","2","0","4","2","ta","8","typ","0","nothing","detchd","1976","unf","2","560","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2006","wd","family","188000"
"456","456","20","rl","80","9600","pave","nothing","reg","lvl","allpub","inside","gtl","nwames","norm","norm","1fam","1story","7","6","1973","1973","hip","compshg","hdboard","hdboard","brkface","320","ta","ta","cblock","ta","ta","no","alq","916","unf","0","326","1242","gasa","fa","y","sbrkr","1242","0","0","1242","0","0","1","1","3","1","ta","6","typ","1","ta","attchd","1973","unf","2","528","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","9","2007","wd","normal","175500"
"457","457","70","rm","34","4571","pave","grvl","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","2story","5","5","1916","1950","gable","compshg","asbshng","asbshng","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","624","624","gasa","fa","n","sbrkr","624","720","0","1344","0","0","1","0","4","1","ta","7","typ","0","nothing","detchd","1916","unf","3","513","fa","fa","y","0","0","96","0","0","0","nothing","nothing","nothing","0","5","2008","cod","abnorml","98000"
"458","458","20","rl","0","53227","pave","nothing","ir1","low","allpub","culdsac","mod","clearcr","norm","norm","1fam","1story","4","6","1954","1994","flat","tar&grv","plywood","plywood","nothing","0","ta","ta","cblock","gd","ta","gd","blq","1116","unf","0","248","1364","gasa","ex","y","sbrkr","1663","0","0","1663","1","0","1","0","2","1","gd","6","min1","2","gd","attchd","1954","fin","2","529","ta","ta","y","224","137","0","0","0","0","nothing","nothing","nothing","0","3","2008","wd","normal","256000"
"459","459","70","rm","0","5100","pave","grvl","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","2story","8","7","1925","1996","hip","compshg","stucco","wd shng","nothing","0","ta","gd","pconc","ta","ta","no","unf","0","unf","0","588","588","gasa","fa","y","sbrkr","833","833","0","1666","0","0","1","0","3","1","gd","7","typ","1","gd","detchd","1925","unf","1","228","ta","ta","y","192","63","0","0","0","0","nothing","mnprv","nothing","0","6","2008","wd","normal","161000"
"460","460","50","rl","0","7015","pave","nothing","ir1","bnk","allpub","corner","gtl","brkside","norm","norm","1fam","1.5fin","5","4","1950","1950","gable","compshg","metalsd","metalsd","brkcmn","161","ta","ta","cblock","ta","ta","no","lwq","185","unf","0","524","709","gasa","ta","y","sbrkr","979","224","0","1203","1","0","1","0","3","1","gd","5","typ","1","ta","detchd","1950","unf","1","352","ta","ta","y","0","0","248","0","0","0","nothing","nothing","nothing","0","7","2009","wd","normal","110000"
"461","461","60","fv","75","8004","pave","nothing","ir1","lvl","allpub","inside","gtl","somerst","rran","norm","1fam","2story","8","5","2009","2009","gable","compshg","vinylsd","vinylsd","stone","110","gd","ta","pconc","gd","ta","no","glq","544","unf","0","288","832","gasa","ex","y","sbrkr","832","1103","0","1935","1","0","2","1","3","1","ta","8","typ","0","nothing","builtin","2009","fin","2","552","ta","ta","y","0","150","0","0","0","0","nothing","nothing","nothing","0","12","2009","new","partial","263435"
"462","462","70","rl","60","7200","pave","nothing","reg","lvl","allpub","inside","gtl","swisu","feedr","norm","1fam","2story","7","9","1936","2007","gable","compshg","wd sdng","wd sdng","nothing","0","gd","gd","pconc","gd","gd","no","alq","350","blq","210","0","560","gasa","ex","y","sbrkr","575","560","0","1135","1","0","1","0","3","1","gd","6","typ","0","nothing","detchd","1971","rfn","2","576","ta","ta","y","256","0","0","0","0","0","nothing","mnprv","nothing","0","4","2009","wd","normal","155000"
"463","463","20","rl","60","8281","pave","nothing","ir1","lvl","allpub","inside","gtl","sawyer","norm","norm","1fam","1story","5","5","1965","1965","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","cblock","ta","ta","no","rec","553","blq","311","0","864","gasa","gd","y","sbrkr","864","0","0","864","0","0","1","0","3","1","ta","5","typ","1","po","detchd","1965","unf","1","360","ta","ta","y","0","0","236","0","0","0","nothing","gdwo","nothing","0","12","2009","wd","normal","62383"
"464","464","70","rl","74","11988","pave","nothing","ir1","hls","allpub","inside","mod","crawfor","norm","norm","1fam","2story","6","7","1934","1995","hip","compshg","stucco","stucco","nothing","0","ta","ta","cblock","ta","ta","no","lwq","326","unf","0","389","715","gasa","fa","y","fusea","849","811","0","1660","0","0","1","1","3","1","ta","6","typ","1","gd","detchd","1939","unf","1","240","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","8","2008","wd","normal","188700"
"465","465","20","rl","60","8430","pave","nothing","reg","hls","allpub","inside","mod","collgcr","norm","norm","1fam","1story","5","5","1978","1978","gable","compshg","hdboard","hdboard","brkface","136","ta","ta","cblock","gd","ta","no","rec","616","unf","0","424","1040","gasa","ta","y","sbrkr","1040","0","0","1040","0","0","2","0","3","1","ta","5","typ","0","nothing","nothing","1978","nothing","0","0","nothing","nothing","y","0","0","0","0","0","0","nothing","nothing","nothing","0","8","2009","wd","normal","124000"
"466","466","120","rm","0","3072","pave","nothing","reg","lvl","allpub","inside","gtl","blmngtn","norm","norm","twnhse","1story","7","5","2004","2004","hip","compshg","vinylsd","vinylsd","brkface","18","gd","ta","pconc","gd","ta","no","unf","0","unf","0","1375","1375","gasa","ex","y","sbrkr","1414","0","0","1414","0","0","2","0","2","1","gd","6","typ","1","ta","attchd","2004","fin","2","398","ta","ta","y","144","20","0","0","0","0","nothing","nothing","nothing","0","5","2006","wd","normal","178740"
"467","467","20","rl","85","10628","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","7","5","1970","1970","flat","tar&grv","plywood","plywood","nothing","0","ta","gd","cblock","ta","gd","gd","glq","778","unf","0","499","1277","gasa","ta","y","sbrkr","1277","0","0","1277","1","0","1","0","2","1","ta","5","typ","1","po","attchd","1970","unf","2","526","ta","ta","y","0","0","0","0","176","0","nothing","gdwo","nothing","0","4","2007","wd","normal","167000"
"468","468","70","rl","79","9480","pave","nothing","reg","lvl","allpub","inside","gtl","names","artery","norm","1fam","2story","5","7","1942","1995","gable","compshg","metalsd","metalsd","stone","224","ta","ta","cblock","ta","ta","no","lwq","386","unf","0","342","728","gasa","ex","y","sbrkr","888","756","0","1644","0","0","1","1","3","1","gd","7","typ","2","gd","attchd","1942","unf","1","312","ta","ta","y","168","0","0","0","0","0","nothing","nothing","nothing","0","6","2007","wd","normal","146500"
"469","469","20","rl","98","11428","pave","nothing","ir1","lvl","allpub","inside","gtl","nridght","norm","norm","1fam","1story","8","5","2006","2006","gable","compshg","vinylsd","vinylsd","stone","248","gd","ta","pconc","gd","ta","no","unf","0","unf","0","1626","1626","gasa","ex","y","sbrkr","1634","0","0","1634","0","0","2","0","3","1","gd","7","typ","1","gd","attchd","2006","rfn","3","866","ta","ta","y","0","44","0","0","0","0","nothing","nothing","nothing","0","5","2007","wd","normal","250000"
"470","470","60","rl","76","9291","pave","nothing","ir1","lvl","allpub","corner","gtl","sawyerw","rrne","norm","1fam","2story","6","5","1993","1993","gable","compshg","hdboard","hdboard","brkface","120","gd","ta","pconc","gd","ta","no","glq","426","unf","0","406","832","gasa","ex","y","sbrkr","832","878","0","1710","0","0","2","1","3","1","gd","7","typ","0","nothing","attchd","1993","rfn","2","506","ta","ta","y","144","70","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","187000"
"471","471","120","rl","0","6820","pave","nothing","ir1","lvl","allpub","corner","gtl","stonebr","norm","norm","twnhse","1story","8","5","1985","1985","gable","compshg","hdboard","hdboard","nothing","0","gd","ta","pconc","gd","ta","av","glq","368","blq","1120","0","1488","gasa","ta","y","sbrkr","1502","0","0","1502","1","0","1","1","1","1","gd","4","typ","0","nothing","attchd","1985","rfn","2","528","ta","ta","y","0","54","0","0","140","0","nothing","nothing","nothing","0","6","2010","wd","normal","212000"
"472","472","60","rl","92","11952","pave","nothing","reg","lvl","allpub","inside","gtl","nwames","posa","norm","1fam","2story","7","6","1977","1977","mansard","wdshake","wdshing","plywood","nothing","0","ta","ta","cblock","gd","ta","no","unf","0","unf","0","808","808","gasa","ta","y","sbrkr","1161","808","0","1969","0","0","2","1","3","1","ta","8","typ","1","gd","attchd","1977","rfn","2","534","ta","ta","y","0","0","0","0","276","0","nothing","nothing","nothing","0","11","2007","wd","normal","190000"
"473","473","180","rm","35","3675","pave","nothing","reg","lvl","allpub","inside","gtl","edwards","norm","norm","twnhse","slvl","6","5","2005","2005","gable","compshg","vinylsd","vinylsd","brkface","80","ta","ta","pconc","gd","ta","gd","glq","459","unf","0","88","547","gasa","ex","y","sbrkr","1072","0","0","1072","1","0","1","0","2","1","ta","5","typ","0","nothing","basment","2005","rfn","2","525","ta","ta","y","0","28","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","148000"
"474","474","20","rl","110","14977","pave","nothing","ir1","lvl","allpub","inside","gtl","nridght","norm","norm","1fam","1story","8","5","2006","2007","gable","compshg","vinylsd","vinylsd","brkface","304","gd","ta","pconc","ex","ta","gd","glq","1350","unf","0","626","1976","gasa","ex","y","sbrkr","1976","0","0","1976","1","0","2","0","2","1","gd","7","typ","1","ex","attchd","2006","rfn","3","908","ta","ta","y","250","63","0","0","0","0","nothing","nothing","nothing","0","7","2007","new","partial","440000"
"475","475","120","rl","41","5330","pave","nothing","reg","lvl","allpub","inside","gtl","stonebr","norm","norm","twnhse","1story","8","5","2000","2000","gable","compshg","cemntbd","cmentbd","nothing","0","gd","ta","pconc","gd","ta","av","glq","1196","unf","0","298","1494","gasa","ex","y","sbrkr","1652","0","0","1652","1","0","2","0","2","1","ex","6","typ","0","nothing","attchd","2000","rfn","2","499","ta","ta","y","96","48","0","0","0","0","nothing","nothing","nothing","0","8","2007","wd","normal","251000"
"476","476","20","rl","80","8480","pave","nothing","reg","lvl","allpub","corner","gtl","sawyer","norm","norm","1fam","1story","5","6","1963","1963","hip","compshg","hdboard","hdboard","nothing","0","ta","ta","cblock","ta","ta","no","glq","630","unf","0","340","970","gasa","ta","y","sbrkr","970","0","0","970","1","0","1","0","2","1","ta","5","typ","0","nothing","detchd","1996","unf","2","624","ta","ta","y","0","24","0","0","192","0","nothing","nothing","nothing","0","7","2007","wd","normal","132500"
"477","477","20","rl","75","13125","pave","nothing","reg","lvl","allpub","inside","mod","collgcr","norm","norm","1fam","1story","6","5","1997","1998","gable","compshg","vinylsd","vinylsd","brkface","215","ta","ta","pconc","gd","ta","gd","glq","994","unf","0","484","1478","gasa","ex","y","sbrkr","1493","0","0","1493","1","0","2","0","3","1","gd","7","typ","1","ta","attchd","1997","fin","2","508","ta","ta","y","140","39","0","0","0","0","nothing","nothing","nothing","0","4","2008","wd","normal","208900"
"478","478","60","rl","105","13693","pave","nothing","reg","lvl","allpub","inside","gtl","nridght","norm","norm","1fam","2story","9","5","2006","2006","hip","compshg","vinylsd","vinylsd","brkface","772","ex","ta","pconc","gd","ta","av","unf","0","unf","0","2153","2153","gasa","ex","y","sbrkr","2069","574","0","2643","0","0","2","1","3","1","ex","9","typ","1","gd","builtin","2006","fin","3","694","ta","ta","y","414","84","0","0","0","0","nothing","nothing","nothing","0","3","2007","wd","normal","380000"
"479","479","20","rl","79","10637","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","1story","8","5","2007","2008","hip","compshg","vinylsd","vinylsd","stone","336","gd","ta","pconc","ex","ta","gd","glq","1288","unf","0","417","1705","gasa","ex","y","sbrkr","1718","0","0","1718","1","0","2","0","3","1","gd","7","typ","1","gd","attchd","2007","rfn","3","826","ta","ta","y","208","44","0","0","0","0","nothing","nothing","nothing","0","9","2009","wd","normal","297000"
"480","480","30","rm","50","5925","pave","nothing","reg","bnk","allpub","inside","gtl","oldtown","norm","norm","1fam","1story","4","7","1937","2000","hip","compshg","stucco","stucco","brkcmn","435","ta","ta","brktil","fa","ta","no","rec","168","unf","0","739","907","gasa","ta","y","sbrkr","1131","0","0","1131","0","0","1","0","2","1","ta","7","typ","0","nothing","detchd","1995","unf","2","672","ta","ta","y","0","72","0","0","0","0","nothing","mnprv","nothing","0","3","2007","wd","alloca","89471"
