Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,decade_YearBuilt,decade_YearRemodAdd,decade_GarageYrBlt
333,20,rl,85,10655,pave,nothing,ir1,lvl,allpub,inside,3,nridght,norm,norm,1fam,1story,8,5,2003,2004,gable,compshg,vinylsd,vinylsd,brkface,296,4,3,pconc,4,3,1,6,1124,0,479,1603,3206,gasa,5,y,sbrkr,1629,0,0,1629,1,0,2,0,3,1,4,7,8,1,4,attchd,2003,2,3,880,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,10,2009,wd,normal,284000,10,10,10
334,120,rm,59,8198,pave,nothing,reg,lvl,allpub,fr3,3,nridght,norm,norm,twnhse,1story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,stone,146,4,3,pconc,4,3,3,6,720,1,0,638,1358,gasa,5,y,sbrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,4,attchd,2004,2,2,484,3,3,y,192,30,0,0,0,0,0,nothing,nothing,0,7,2008,wd,normal,207000,10,10,10
335,60,rl,59,9042,pave,nothing,ir1,lvl,allpub,inside,3,gilbert,norm,norm,1fam,2story,6,5,1998,1998,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,4,3,4,6,828,1,0,115,943,gasa,4,y,sbrkr,943,695,0,1638,1,0,2,1,3,1,3,7,8,2,3,attchd,1998,3,2,472,3,3,y,100,38,0,0,0,0,0,nothing,nothing,0,7,2008,wd,normal,192000,9,9,9
336,190,rl,0,164660,grvl,nothing,ir1,hls,allpub,corner,1,timber,norm,norm,2fmcon,1.5fin,5,6,1965,1965,gable,compshg,plywood,plywood,nothing,0,3,3,cblock,3,3,4,5,1249,4,147,103,1499,gasa,5,y,sbrkr,1619,167,0,1786,2,0,2,0,3,1,3,7,8,2,4,attchd,1965,3,2,529,3,3,y,670,0,0,0,0,0,0,nothing,shed,700,8,2008,wd,normal,228950,6,6,6
337,20,rl,86,14157,pave,nothing,ir1,hls,allpub,corner,3,stonebr,norm,norm,1fam,1story,9,5,2005,2006,hip,compshg,vinylsd,vinylsd,stone,200,4,3,pconc,5,3,4,6,1249,1,0,673,1922,gasa,5,y,sbrkr,1922,0,0,1922,1,0,2,0,3,1,4,8,8,1,4,attchd,2005,3,3,676,3,3,y,178,51,0,0,0,0,0,nothing,nothing,0,7,2007,wd,normal,377426,10,10,10
338,20,rl,70,9135,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,7,5,2002,2003,gable,compshg,vinylsd,vinylsd,brkface,113,4,3,pconc,4,3,3,6,810,1,0,726,1536,gasa,5,y,sbrkr,1536,0,0,1536,1,0,2,0,3,1,4,7,8,0,0,attchd,2002,2,2,532,3,3,y,192,74,0,0,0,0,0,nothing,nothing,0,12,2008,wd,normal,214000,10,10,10
339,20,rl,91,14145,pave,nothing,reg,lvl,allpub,corner,3,nwames,norm,norm,1fam,1story,7,7,1984,1998,gable,compshg,wd sdng,wd sdng,nothing,0,4,3,cblock,4,3,2,5,213,1,0,995,1208,gasa,5,y,sbrkr,1621,0,0,1621,1,0,2,0,3,1,4,8,8,0,0,attchd,1984,2,2,440,3,3,y,108,45,0,0,0,0,0,nothing,shed,400,5,2006,wd,normal,202500,8,9,8
340,20,rl,66,12400,pave,nothing,ir1,lvl,allpub,inside,3,names,feedr,norm,1fam,1story,6,7,1958,1998,hip,compshg,wd sdng,wd sdng,brkface,176,3,3,cblock,3,2,1,3,585,1,0,630,1215,gasa,3,y,fusea,1215,0,0,1215,0,0,1,0,3,1,3,6,8,0,0,attchd,1958,1,1,297,3,3,y,0,0,0,0,234,0,0,nothing,nothing,0,6,2009,wd,normal,155000,5,9,5
341,60,rl,85,14191,pave,nothing,reg,lvl,allpub,inside,3,timber,norm,norm,1fam,2story,8,5,2002,2002,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,1,1,0,1,0,967,967,gasa,5,y,sbrkr,993,915,0,1908,0,0,2,1,4,1,4,9,8,0,0,attchd,2002,3,2,431,3,3,y,135,0,0,0,0,0,0,nothing,nothing,0,4,2010,wd,normal,202900,10,10,10
342,20,rh,60,8400,pave,nothing,reg,lvl,allpub,inside,3,sawyerw,feedr,norm,1fam,1story,4,4,1950,1950,gable,compshg,wd sdng,asbshng,nothing,0,2,2,cblock,3,2,1,1,0,1,0,721,721,gasa,4,y,sbrkr,841,0,0,841,0,0,1,0,2,1,3,4,8,0,0,carport,1950,1,1,294,3,3,n,250,0,24,0,0,0,0,nothing,nothing,0,9,2009,wd,normal,82000,5,5,5
343,90,rl,0,8544,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,duplex,1story,3,4,1949,1950,gable,compshg,stucco,stucco,brkface,340,3,3,slab,0,0,0,0,0,0,0,0,0,wall,2,n,fusea,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,detchd,1949,1,2,400,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,5,2006,wd,normal,87500,4,5,4
344,120,rl,63,8849,pave,nothing,ir1,lvl,allpub,inside,3,nridght,norm,norm,twnhse,1story,9,5,2005,2005,hip,compshg,metalsd,metalsd,brkface,616,5,3,pconc,5,3,1,6,28,1,0,1656,1684,gasa,5,y,sbrkr,1684,0,0,1684,0,0,2,0,2,1,5,6,8,1,5,attchd,2005,2,2,564,3,3,y,495,72,0,0,0,0,0,nothing,nothing,0,7,2008,wd,normal,266000,10,10,10
345,160,rm,36,2592,pave,nothing,reg,lvl,allpub,inside,3,meadowv,norm,norm,twnhse,2story,5,3,1976,1976,gable,compshg,cemntbd,cmentbd,nothing,0,3,3,cblock,4,3,1,3,129,4,232,175,536,gasa,3,y,sbrkr,536,576,0,1112,0,0,1,1,3,1,3,4,8,0,0,attchd,1976,1,1,336,3,3,y,182,0,0,0,0,0,0,nothing,nothing,0,4,2010,wd,normal,85000,7,7,7
346,50,rl,65,6435,pave,nothing,reg,lvl,allpub,inside,3,brkside,rran,norm,1fam,1.5fin,6,5,1939,1950,gable,compshg,metalsd,metalsd,nothing,0,3,3,brktil,3,3,1,1,0,1,0,972,972,gasa,4,y,sbrkr,972,605,0,1577,0,0,1,0,3,1,2,6,8,1,4,detchd,1939,1,1,312,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,10,2006,wd,normal,140200,3,5,3
347,20,rl,0,12772,pave,nothing,ir1,lvl,allpub,culdsac,3,names,norm,norm,1fam,1story,6,8,1960,1998,hip,compshg,metalsd,metalsd,nothing,0,3,4,cblock,3,3,2,4,498,1,0,460,958,gasa,3,y,sbrkr,958,0,0,958,0,0,1,0,2,1,3,5,8,0,0,attchd,1960,2,1,301,3,3,y,0,0,0,0,0,0,0,nothing,gar2,15500,4,2007,wd,normal,151500,6,9,6
348,20,rl,0,17600,pave,nothing,ir1,lvl,allpub,inside,3,names,norm,norm,1fam,1story,6,5,1960,1960,gable,compshg,wd sdng,wd sdng,brkface,30,3,3,cblock,3,3,1,4,1270,1,0,208,1478,gasa,5,y,fusea,1478,0,0,1478,1,0,2,0,3,1,3,6,8,2,4,attchd,1960,1,2,498,3,3,y,0,40,0,0,0,0,0,nothing,nothing,0,12,2009,wd,normal,157500,6,6,6
349,160,rl,36,2448,pave,nothing,reg,lvl,allpub,inside,3,nridght,norm,norm,twnhs,2story,7,5,2003,2004,gable,compshg,vinylsd,wd shng,stone,106,4,3,pconc,4,3,1,6,573,1,0,191,764,gasa,5,y,sbrkr,764,862,0,1626,1,0,2,1,2,1,4,6,8,0,0,builtin,2003,2,2,474,3,3,y,0,27,0,0,0,0,0,nothing,nothing,0,10,2008,wd,normal,154000,10,10,10
350,60,rl,56,20431,pave,nothing,ir2,lvl,allpub,inside,3,nridght,norm,norm,1fam,2story,9,5,2005,2006,hip,compshg,cemntbd,cmentbd,brkface,870,5,3,pconc,5,3,1,6,1410,1,0,438,1848,gasa,5,y,sbrkr,1848,880,0,2728,1,0,2,1,4,1,5,10,8,2,5,attchd,2006,3,3,706,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,4,2006,new,partial,437154,10,10,10
351,120,rl,68,7820,pave,nothing,ir1,lvl,allpub,inside,3,nridght,norm,norm,twnhse,1story,9,5,2007,2007,hip,compshg,metalsd,metalsd,brkface,362,5,3,pconc,5,3,1,1,0,1,0,1869,1869,gasa,5,y,sbrkr,1869,0,0,1869,0,0,2,0,2,1,5,6,8,1,4,attchd,2007,2,2,617,3,3,y,210,54,0,0,0,0,0,nothing,nothing,0,12,2007,new,partial,318061,10,10,10
352,120,rl,0,5271,pave,nothing,ir1,low,allpub,inside,2,clearcr,norm,norm,1fam,1story,7,5,1986,1986,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,pconc,4,3,4,6,1082,1,0,371,1453,gasa,4,y,sbrkr,1453,0,0,1453,1,0,1,1,2,1,4,6,8,1,3,attchd,1986,2,2,445,3,3,y,0,80,0,0,184,0,0,nothing,nothing,0,12,2006,wd,abnorml,190000,8,8,8
353,50,rl,60,9084,pave,nothing,reg,lvl,allpub,inside,3,edwards,artery,norm,1fam,1.5fin,5,6,1941,1950,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,cblock,3,2,2,2,236,3,380,0,616,gasa,3,n,sbrkr,616,495,0,1111,0,1,1,0,3,1,3,5,8,0,0,detchd,1941,1,1,200,3,2,y,48,0,0,0,0,0,0,nothing,nothing,0,3,2008,conlw,normal,95000,4,5,4
354,30,rm,60,8520,pave,nothing,reg,lvl,allpub,inside,3,oldtown,norm,norm,1fam,1story,6,8,1928,2003,gable,compshg,vinylsd,vinylsd,nothing,0,3,4,brktil,3,3,1,1,0,1,0,624,624,gasa,4,y,sbrkr,720,0,0,720,0,0,1,0,2,1,3,5,8,0,0,detchd,2005,1,2,484,3,3,y,106,0,0,0,0,0,0,nothing,nothing,0,5,2010,wd,normal,105900,2,10,10
355,50,rl,60,8400,pave,nothing,reg,bnk,allpub,inside,3,swisu,norm,norm,1fam,1.5fin,6,5,1940,2000,gable,compshg,wd sdng,metalsd,nothing,0,3,3,cblock,3,3,1,2,388,1,0,552,940,gasa,5,y,sbrkr,1192,403,0,1595,0,0,1,0,2,1,3,6,8,2,4,attchd,1940,1,1,240,3,3,y,0,0,108,0,0,0,0,nothing,nothing,0,6,2006,wd,normal,140000,4,10,4
356,20,rl,105,11249,pave,nothing,ir2,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,6,5,1995,1995,gable,compshg,vinylsd,vinylsd,nothing,0,4,4,pconc,4,4,1,5,334,4,544,322,1200,gasa,5,y,sbrkr,1200,0,0,1200,1,0,2,0,3,1,4,6,8,0,0,attchd,1995,2,2,521,3,3,y,0,26,0,0,0,0,0,nothing,nothing,0,8,2007,wd,normal,177500,9,9,9
357,20,rl,0,9248,pave,nothing,ir1,lvl,allpub,inside,3,gilbert,norm,norm,1fam,1story,6,6,1992,1992,gable,compshg,hdboard,hdboard,brkface,106,3,3,pconc,4,3,1,6,560,1,0,598,1158,gasa,4,y,sbrkr,1167,0,0,1167,1,0,2,0,3,1,4,6,8,0,0,attchd,1992,2,2,400,3,3,y,120,26,0,0,0,0,0,nothing,nothing,0,7,2009,wd,normal,173000,9,9,9
358,120,rm,44,4224,pave,nothing,reg,lvl,allpub,inside,3,meadowv,norm,norm,twnhse,1story,5,5,1976,1976,gable,compshg,cemntbd,cmentbd,nothing,0,3,3,pconc,4,3,1,5,874,1,0,268,1142,gasa,3,y,sbrkr,1142,0,0,1142,1,0,1,1,3,1,3,6,8,1,1,attchd,1976,3,2,528,3,3,y,536,90,0,0,0,0,0,mnprv,nothing,0,8,2007,wd,normal,134000,7,7,7
359,80,rl,92,6930,pave,nothing,ir1,lvl,allpub,inside,3,clearcr,norm,norm,1fam,slvl,5,4,1958,1958,hip,compshg,wd sdng,imstucc,brkface,120,3,3,cblock,3,3,3,4,300,3,294,468,1062,gasa,5,y,fusef,1352,0,0,1352,0,1,1,0,3,1,4,6,6,0,0,builtin,1958,1,1,288,3,3,y,168,0,294,0,0,0,0,nothing,nothing,0,7,2006,wd,abnorml,130000,5,5,5
360,60,rl,78,12011,pave,nothing,ir1,lvl,allpub,culdsac,3,noridge,norm,norm,1fam,2story,8,5,1998,1998,gable,compshg,vinylsd,vinylsd,brkface,530,4,3,pconc,4,3,3,6,956,1,0,130,1086,gasa,5,y,sbrkr,1086,838,0,1924,1,0,2,1,3,1,4,7,8,1,3,attchd,1998,2,2,592,3,3,y,208,75,0,0,374,0,0,nothing,nothing,0,6,2006,wd,normal,280000,9,9,9
361,85,rl,0,7540,pave,nothing,ir1,lvl,allpub,culdsac,3,mitchel,norm,norm,1fam,sfoyer,6,6,1978,1978,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,cblock,4,3,3,6,773,1,0,115,888,gasa,5,y,sbrkr,912,0,0,912,1,0,1,0,2,1,3,5,8,1,3,attchd,1978,2,2,470,3,3,y,0,0,0,0,192,0,0,mnprv,nothing,0,6,2007,wd,normal,156000,7,7,7
362,50,rl,0,9144,pave,pave,reg,lvl,allpub,inside,3,brkside,norm,norm,1fam,1.5fin,5,5,1940,1982,gable,compshg,metalsd,metalsd,nothing,0,3,3,cblock,3,3,1,3,399,1,0,484,883,gasa,4,y,sbrkr,988,517,0,1505,1,0,1,0,3,1,3,8,8,0,0,detchd,1940,1,1,240,3,3,n,0,0,0,0,0,0,0,nothing,nothing,0,7,2008,wd,normal,145000,4,8,4
363,85,rl,64,7301,pave,nothing,reg,lvl,allpub,corner,3,edwards,norm,norm,1fam,sfoyer,7,5,2003,2003,gable,compshg,hdboard,hdboard,brkface,500,4,3,slab,0,0,0,0,0,0,0,0,0,gasa,5,y,sbrkr,495,1427,0,1922,0,0,3,0,4,1,4,7,8,1,5,builtin,2003,2,2,672,3,3,y,0,0,177,0,0,0,0,nothing,nothing,0,7,2009,conld,normal,198500,10,10,10
364,160,rm,21,1680,pave,nothing,reg,lvl,allpub,inside,3,brdale,norm,norm,twnhs,2story,6,8,1972,2007,gable,compshg,hdboard,hdboard,brkface,510,3,3,cblock,3,3,1,5,162,1,0,321,483,gasa,4,y,sbrkr,483,504,0,987,0,0,1,1,2,1,4,5,8,0,0,detchd,1972,1,1,264,3,3,y,250,0,0,0,0,0,0,nothing,nothing,0,5,2009,wd,normal,118000,7,10,7
365,60,rl,0,18800,pave,nothing,ir1,lvl,allpub,fr2,3,nwames,norm,norm,1fam,2story,6,5,1976,1976,gable,compshg,hdboard,hdboard,brkface,120,3,3,pconc,4,3,2,6,712,1,0,84,796,gasa,3,y,sbrkr,790,784,0,1574,1,0,2,1,3,1,3,6,8,1,3,attchd,1976,3,2,566,3,3,y,306,111,0,0,0,0,0,nothing,nothing,0,7,2006,wd,normal,190000,7,7,7
366,70,rm,59,10690,pave,nothing,reg,lvl,allpub,inside,3,idotrr,norm,norm,1fam,2story,5,7,1920,1997,hip,compshg,vinylsd,vinylsd,nothing,0,3,4,cblock,3,2,1,3,456,1,0,216,672,gasa,4,y,fusea,672,672,0,1344,0,0,1,0,3,1,3,6,8,0,0,detchd,1964,1,1,468,3,2,y,0,128,218,0,0,0,0,nothing,nothing,0,7,2009,wd,normal,147000,2,9,6
367,20,rl,0,9500,pave,nothing,ir1,lvl,allpub,inside,3,names,norm,norm,1fam,1story,6,5,1963,1963,gable,compshg,plywood,plywood,brkface,247,3,3,cblock,4,3,1,4,609,1,0,785,1394,gasa,4,y,sbrkr,1394,0,0,1394,1,0,1,1,3,1,3,6,8,2,4,attchd,1963,2,2,514,3,3,y,0,76,0,0,185,0,0,nothing,nothing,0,7,2009,wd,normal,159000,6,6,6
368,80,rl,101,9150,pave,nothing,ir1,lvl,allpub,corner,3,names,norm,norm,1fam,slvl,6,5,1962,1962,gable,tar&grv,plywood,plywood,brkface,305,3,3,cblock,4,3,4,6,371,1,0,728,1099,gasa,4,y,sbrkr,1431,0,0,1431,0,1,1,0,3,1,3,6,8,1,4,basment,1962,2,1,296,3,3,y,64,110,0,0,0,0,0,nothing,nothing,0,12,2008,wd,normal,165000,6,6,6
369,20,rl,78,7800,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,6,1954,1954,gable,compshg,hdboard,hdboard,brkface,200,3,3,pconc,3,3,1,2,540,1,0,728,1268,gasa,4,y,sbrkr,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,4,attchd,1954,3,1,244,3,3,y,0,98,0,0,0,0,0,nothing,nothing,0,3,2010,wd,normal,132000,5,5,5
370,20,rl,0,9830,pave,nothing,ir1,lvl,allpub,corner,3,names,norm,norm,1fam,1story,5,7,1959,2006,gable,compshg,wd sdng,wd sdng,nothing,0,3,4,cblock,3,3,1,5,72,3,258,733,1063,gasa,5,y,sbrkr,1287,0,0,1287,1,0,1,0,3,1,4,7,8,1,4,detchd,1997,3,2,576,3,3,y,364,17,0,0,182,0,0,nothing,nothing,0,3,2010,wd,normal,162000,5,10,9
371,60,rl,0,8121,pave,nothing,ir1,lvl,allpub,inside,3,gilbert,norm,norm,1fam,2story,6,5,2000,2000,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,4,3,1,1,0,1,0,953,953,gasa,5,y,sbrkr,953,711,0,1664,0,0,2,1,3,1,3,7,8,1,3,attchd,2000,2,2,460,3,3,y,100,40,0,0,0,0,0,nothing,nothing,0,1,2006,wd,normal,172400,10,10,10
372,50,rl,80,17120,pave,nothing,reg,lvl,allpub,inside,3,clearcr,feedr,norm,1fam,1.5fin,4,4,1959,1959,gable,compshg,wdshing,plywood,nothing,0,3,3,cblock,0,0,0,0,0,0,0,0,0,gasa,3,y,sbrkr,1120,468,0,1588,0,0,2,0,4,1,3,7,6,1,4,detchd,1991,3,2,680,3,3,n,0,59,0,0,0,0,0,nothing,nothing,0,7,2008,wd,normal,134432,5,5,9
373,120,rl,50,7175,pave,nothing,reg,lvl,allpub,inside,3,sawyerw,norm,norm,twnhse,1story,6,5,1984,1984,gable,compshg,plywood,plywood,nothing,0,3,3,cblock,4,3,1,5,623,2,121,0,744,gasa,3,y,sbrkr,752,0,0,752,1,0,1,0,2,1,3,4,8,0,0,attchd,1984,1,1,264,3,3,y,353,0,0,0,90,0,0,mnprv,nothing,0,2,2010,wd,normal,125000,8,8,8
374,20,rl,79,10634,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,6,1953,1953,gable,compshg,metalsd,metalsd,nothing,0,3,3,pconc,3,3,1,4,428,2,180,0,608,gasa,3,y,sbrkr,1319,0,0,1319,1,0,1,0,3,1,3,5,6,0,0,attchd,1953,1,1,270,3,3,y,66,0,0,0,0,0,0,gdwo,nothing,0,11,2009,wd,normal,123000,5,5,5
375,60,rl,65,8200,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,2story,7,5,2003,2004,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,1,1,0,1,0,847,847,gasa,5,y,sbrkr,847,1081,0,1928,0,0,2,1,4,1,4,8,8,1,4,builtin,2003,3,2,434,3,3,y,100,48,0,0,0,0,0,nothing,nothing,0,7,2007,wd,normal,219500,10,10,10
376,30,rl,0,10020,pave,nothing,ir1,low,allpub,inside,1,edwards,norm,norm,1fam,1story,1,1,1922,1950,gable,compshg,wd sdng,wd sdng,nothing,0,2,2,brktil,2,1,4,4,350,1,0,333,683,gasa,4,n,fusea,904,0,0,904,1,0,0,1,1,1,2,4,4,0,0,nothing,1922,0,0,0,0,0,y,0,0,0,0,0,0,0,nothing,nothing,0,3,2009,wd,normal,61000,2,5,2
377,85,rl,57,8846,pave,nothing,ir1,lvl,allpub,culdsac,3,collgcr,norm,norm,1fam,sfoyer,5,5,1996,1996,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,3,6,298,1,0,572,870,gasa,5,y,sbrkr,914,0,0,914,0,0,1,0,2,1,3,5,8,0,0,detchd,1998,1,2,576,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,7,2006,wd,normal,148000,9,9,9
378,60,fv,102,11143,pave,nothing,ir1,lvl,allpub,corner,3,somerst,norm,norm,1fam,2story,8,5,2004,2005,gable,compshg,cemntbd,cmentbd,nothing,0,4,3,pconc,4,3,1,1,0,1,0,1580,1580,gasa,5,y,sbrkr,1580,886,0,2466,0,0,3,0,4,1,4,8,8,1,4,attchd,2004,2,2,610,3,3,y,159,214,0,0,0,0,0,nothing,nothing,0,12,2007,wd,normal,340000,10,10,10
379,20,rl,88,11394,pave,nothing,reg,lvl,allpub,corner,3,stonebr,norm,norm,1fam,1story,9,2,2010,2010,hip,compshg,vinylsd,vinylsd,stone,350,4,3,pconc,5,3,3,6,1445,1,0,411,1856,gasa,5,y,sbrkr,1856,0,0,1856,1,0,1,1,1,1,5,8,8,1,5,attchd,2010,3,3,834,3,3,y,113,0,0,0,0,0,0,nothing,nothing,0,6,2010,new,partial,394432,10,10,10
380,60,rl,60,8123,pave,nothing,ir1,lvl,allpub,inside,3,gilbert,rran,norm,1fam,2story,6,5,2000,2000,gable,compshg,vinylsd,vinylsd,brkface,16,3,3,pconc,4,3,1,1,0,1,0,982,982,gasa,5,y,sbrkr,1007,793,0,1800,0,0,2,1,3,1,3,7,8,1,3,attchd,2000,3,2,463,3,3,y,100,63,0,0,0,0,0,nothing,nothing,0,6,2009,wd,normal,179000,10,10,10
381,50,rl,50,5000,pave,pave,reg,lvl,allpub,inside,3,swisu,norm,norm,1fam,1.5fin,5,6,1924,1950,gable,compshg,brkface,wd sdng,nothing,0,3,3,brktil,3,3,1,2,218,1,0,808,1026,gasa,3,y,sbrkr,1026,665,0,1691,0,0,2,0,3,1,4,6,8,1,4,detchd,1924,1,1,308,3,3,y,0,0,242,0,0,0,0,nothing,nothing,0,5,2010,wd,normal,127000,2,5,2
382,20,fv,60,7200,pave,pave,reg,lvl,allpub,inside,3,somerst,norm,norm,1fam,1story,7,5,2006,2006,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,4,1,1,0,1,0,1293,1293,gasa,5,y,sbrkr,1301,0,0,1301,1,0,2,0,2,1,4,5,8,1,4,attchd,2006,2,2,572,3,3,y,216,121,0,0,0,0,0,nothing,nothing,0,8,2006,new,partial,187750,10,10,10
383,60,rl,79,9245,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,2story,7,5,2006,2006,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,3,1,0,1,0,939,939,gasa,5,y,sbrkr,939,858,0,1797,0,0,2,1,3,1,4,8,8,0,0,attchd,2006,2,2,639,3,3,y,144,53,0,0,0,0,0,nothing,nothing,0,4,2007,wd,normal,213500,10,10,10
384,45,rh,60,9000,pave,nothing,reg,lvl,allpub,corner,3,sawyerw,norm,norm,1fam,1.5unf,6,3,1928,1950,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,brktil,2,2,1,1,0,1,0,784,784,gasa,3,n,fusea,784,0,0,784,0,0,1,0,2,1,3,5,8,0,0,detchd,1950,1,2,360,2,2,n,0,0,91,0,0,0,0,nothing,nothing,0,10,2009,wd,normal,76000,2,5,5
385,60,rl,0,53107,pave,nothing,ir2,low,allpub,corner,2,clearcr,feedr,norm,1fam,2story,6,5,1992,1992,gable,compshg,hdboard,hdboard,nothing,0,4,3,pconc,4,3,3,6,985,1,0,595,1580,gasa,5,y,sbrkr,1079,874,0,1953,1,0,2,1,3,1,4,9,8,2,2,attchd,1992,3,2,501,3,3,y,216,231,0,0,0,0,0,nothing,nothing,0,6,2007,wd,normal,240000,9,9,9
386,120,rl,43,3182,pave,nothing,reg,lvl,allpub,inside,3,blmngtn,norm,norm,twnhse,1story,8,5,2004,2005,gable,compshg,vinylsd,vinylsd,brkface,16,4,3,pconc,4,3,1,6,24,1,0,1232,1256,gasa,5,y,sbrkr,1269,0,0,1269,0,0,2,0,2,1,4,6,8,1,3,attchd,2004,3,2,430,3,3,y,146,20,0,0,144,0,0,nothing,nothing,0,4,2010,wd,normal,192000,10,10,10
387,50,rl,58,8410,pave,nothing,reg,lvl,allpub,fr2,3,edwards,feedr,norm,1fam,1.5fin,5,3,1910,1996,gambrel,compshg,wd sdng,vinylsd,nothing,0,3,2,pconc,3,3,1,1,0,1,0,658,658,gasa,3,y,sbrkr,658,526,0,1184,0,0,1,0,5,1,3,8,8,0,0,nothing,1910,0,0,0,0,0,n,0,151,0,0,0,0,0,nothing,nothing,0,5,2006,wd,adjland,81000,1,9,1
388,80,rl,72,7200,pave,nothing,reg,lvl,allpub,inside,3,edwards,norm,norm,1fam,slvl,6,6,1976,1976,hip,compshg,metalsd,metalsd,brkface,255,3,3,cblock,3,3,3,5,631,1,0,410,1041,gasa,5,y,sbrkr,1125,0,0,1125,1,0,1,0,3,1,3,6,8,1,2,detchd,1977,1,1,352,3,3,y,296,0,0,0,0,0,0,gdwo,nothing,0,10,2009,wd,abnorml,125000,7,7,7
389,20,rl,93,9382,pave,nothing,ir1,lvl,allpub,culdsac,3,collgcr,norm,norm,1fam,1story,7,5,1999,2000,gable,compshg,vinylsd,vinylsd,brkface,125,4,3,pconc,4,3,1,1,0,1,0,1468,1468,gasa,5,y,sbrkr,1479,0,0,1479,0,0,2,0,3,1,4,6,8,0,0,attchd,1999,2,2,577,3,3,y,120,25,0,0,0,0,0,nothing,nothing,0,7,2008,wd,normal,191000,9,10,9
390,60,rl,96,12474,pave,nothing,reg,lvl,allpub,inside,3,nridght,norm,norm,1fam,2story,10,5,2007,2008,gable,compshg,vinylsd,vinylsd,stone,272,5,3,pconc,5,3,3,6,1280,1,0,402,1682,gasa,5,y,sbrkr,1742,590,0,2332,1,0,2,1,3,1,5,9,8,1,5,builtin,2008,3,3,846,3,3,y,196,134,0,0,0,0,0,nothing,nothing,0,8,2008,new,partial,426000,10,10,10
391,50,rl,50,8405,pave,grvl,reg,lvl,allpub,inside,3,edwards,norm,norm,1fam,1.5fin,5,8,1900,1950,gable,compshg,metalsd,metalsd,nothing,0,3,3,brktil,3,4,1,3,241,4,391,229,861,gasa,5,y,sbrkr,961,406,0,1367,1,0,1,0,4,1,3,7,8,0,0,detchd,1978,1,1,384,3,3,y,0,130,112,0,0,0,0,mnprv,nothing,0,4,2008,wd,normal,119000,1,5,7
392,60,rl,71,12209,pave,nothing,ir1,lvl,allpub,culdsac,3,mitchel,norm,norm,1fam,2story,6,5,2001,2002,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,5,3,1,5,690,1,0,114,804,gasa,5,y,sbrkr,804,1157,0,1961,1,0,2,1,3,1,4,7,8,1,3,builtin,2001,3,2,560,3,3,y,125,192,0,0,0,0,0,nothing,nothing,0,6,2009,wd,normal,215000,10,10,10
